Personen	NN	Person
haben	VAFIN	haben
?	$.	?
Aber	KON	aber
wer	PWS	wer
ist	VAFIN	sein
es	PPER	es
denn	ADV	denn
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Mein	PPOSAT	mein
Sohn	NN	Sohn
,	$,	,
lieber	ADJA	lieb
Arpard	NN	Arpard
.	$.	.
GRAF	ADJD	GRAF
höchst	ADJD	hochöchst
erstaunt	VVPP	erstaunen
.	$.	.
Wie	KOUS	wie
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
,	$,	,
mein	PPOSAT	mein
Sohn	NN	Sohn
.	$.	.
Ich	PPER	ich
wollte	VMFIN	wollen
doch	ADV	doch
nicht	PTKNEG	nicht
,	$,	,
eh	ADV	eh
'	$(	'
ich	PPER	ich
wegreise	VVFIN	wegreise
...	$.	...
GRAF	NE	Graf
.	$.	.
Dein	PPOSAT	dein
Sohn	NN	Sohn
?	$.	?
Du	PPER	du
hast	VAFIN	haben
einen	ART	eine
Sohn	NN	Sohn
!	$.	!
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
.	$.	.
GRAF	NE	Graf
.	$.	.
Na	ITJ	na
,	$,	,
da	ADV	da
hört	VVFIN	hören
sich	PRF	sich
doch	ADV	doch
...	$.	...
Einen	ART	eine
jungen	ADJA	jung
Herrn	NN	Herr
hast	VAFIN	haben
du	PPER	du
,	$,	,
der	PRELS	die
dein	PPOSAT	dein
Sohn	NN	Sohn
ist	VAFIN	sein
?	$.	?
Oder	KON	oder
vielmehr	ADV	vielmehr
,	$,	,
einen	ART	eine
Sohn	NN	Sohn
,	$,	,
der	PRELS	die
ein	ART	eine
junger	ADJA	jung
Herr	NN	Herr
ist	VAFIN	sein
?	$.	?
Wie	KOUS	wie
alt	ADJD	alt
ist	VAFIN	sein
er	PPER	er
denn	ADV	denn
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Siebzehn	CARD	siebzehn
Jahre	NN	Jahr
.	$.	.
GRAF	NE	Graf
.	$.	.
Siebzehn	CARD	siebzehn
!	$.	!
Und	KON	und
das	PDS	die
sagt	VVFIN	sagen
er	PPER	er
mir	PRF	ich
erst	ADV	erst
jetzt	ADV	jetzt
!	$.	!
Nein	PTKANT	nein
,	$,	,
Egon	NE	Egon
...	$.	...
Egon	NE	Egon
!	$.	!
Ja	PTKANT	ja
,	$,	,
sag	VVIMP	sagen
'	$(	'
mir	PPER	ich
...	$.	...
Siebzehn	CARD	siebzehn
Jahr	NN	Jahr
...	$.	...
Du	PPER	du
!	$.	!
da	ADV	da
hat	VAFIN	haben
ja	ADV	ja
deine	PPOSAT	dein
Frau	NN	Frau
noch	ADV	noch
gelebt	VVPP	leben
...	$.	...
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
.	$.	.
Meine	PPOSAT	mein
Frau	NN	Frau
hat	VAFIN	haben
damals	ADV	damals
noch	ADV	noch
gelebt	VVPP	leben
.	$.	.
Man	PIS	man
wird	VAFIN	werden
manchmal	ADV	manchmal
in	APPR	in
merkwürdige	ADJA	merkwürdig
Affären	NN	Affäre
hineingerissen	VVPP	hineinreißen
,	$,	,
lieber	ADJD	lieb
Arpad	NE	Arpad
.	$.	.
GRAF	NE	Graf
.	$.	.
Ja	PTKANT	ja
,	$,	,
meiner	PPOSAT	mein
Seel	NN	Seel
'	$(	'
,	$,	,
das	PDS	die
muß	VMFIN	müssen
schon	ADV	schon
wahr	ADJD	wahr
sein	VAINF	sein
!	$.	!
FÜRST	NN	Fürst
.	$.	.
Und	KON	und
da	ADV	da
hat	VAFIN	haben
man	PIS	man
eben	ADV	eben
eines	ART	eine
Tages	NN	Tag
einen	ART	eine
siebzehnjährigen	ADJA	siebzehnjährig
Sohn	NN	Sohn
,	$,	,
mit	APPR	mit
dem	PRELS	die
man	PIS	man
auf	APPR	auf
Reisen	NN	Reise|Reisen
geht	VVFIN	gehen
.	$.	.
GRAF	NE	Graf
.	$.	.
Also	ADV	also
mit	APPR	mit
ihm	PPER	er
fahrst	VVFIN	fahrst
du	PPER	du
fort	PTKVZ	fort
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
so	ADV	so
frei	ADJD	frei
.	$.	.
GRAF	NE	Graf
.	$.	.
Nein	PTKANT	nein
,	$,	,
ich	PPER	ich
kann	VMFIN	können
dir	PPER	du
gar	ADV	gar
nicht	PTKNEG	nicht
sagen	VVINF	sagen
...	$.	...
also	ADV	also
einen	ART	eine
siebzehnjährigen	ADJA	siebzehnjährig
Sohn	NN	Sohn
hat	VAFIN	haben
er	PPER	er
!	$.	!
...	$.	...
Plötzlich	ADJD	plötzlich
reicht	VVFIN	reichen
er	PPER	er
ihm	PPER	er
die	ART	die
Hand	NN	Hand
und	KON	und
umarmt	VVFIN	umarmen
ihn	PPER	er
.	$.	.
Und	KON	und
wenn	KOUS	wenn
ich	PPER	ich
schon	ADV	schon
fragen	VVINF	fragen
darf	VMFIN	dürfen
...	$.	...
die	ART	die
Mutter	NN	Mutter
von	APPR	von
deinem	PPOSAT	dein
Herrn	NN	Herr
Sohn	NN	Sohn
...	$.	...
wieso	PWAV	wieso
...	$.	...
weil	KOUS	weil
du	PPER	du
schon	ADV	schon
einmal	ADV	einmal
ang'fangen	ADJA	ang'fangen
hast	VAFIN	haben
zu	PTKZU	zu
erzählen	VVINF	erzählen
–	ADJA	–
FÜRST	NN	Fürst
.	$.	.
Die	ART	die
Mutter	NN	Mutter
ist	VAFIN	sein
längst	ADV	längst
tot	ADJD	tot
.	$.	.
Ein	ART	eine
paar	PIAT	paar
Wochen	NN	Woche
nach	APPR	nach
der	ART	die
Geburt	NN	Geburt
gestorben	VVPP	sterben
.	$.	.
Ein	ART	eine
blutjunges	ADJA	blutjung
Geschöpf	NN	Geschöpf
.	$.	.
GRAF	NE	Graf
.	$.	.
Aus	APPR	aus
dem	ART	die
Volk	NN	Volk
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
,	$,	,
natürlich	ADV	natürlich
.	$.	.
Aber	KON	aber
ein	ART	eine
scharmantes	ADJA	scharmantes
Wesen	NN	Wesen
.	$.	.
Na	ITJ	na
,	$,	,
ich	PPER	ich
erzähl	VVIMP	erzählen
'	$(	'
dir	PPER	du
schon	ADV	schon
noch	ADV	noch
einmal	ADV	einmal
ausführlich	ADJD	ausführlich
.	$.	.
So	ADV	so
gut	ADJD	gut
ich	PPER	ich
mich	PRF	ich
eben	ADV	eben
selbst	ADV	selbst
noch	ADV	noch
daran	PAV	daran
erinnern	VVINF	erinnern
kann	VMFIN	können
.	$.	.
Es	PPER	es
war	VAFIN	sein
wie	KOKOM	wie
ein	ART	eine
Traum	NN	Traum
,	$,	,
die	ART	die
ganze	ADJA	ganz
Geschichte	NN	Geschichte
.	$.	.
Wenn	KOUS	wenn
der	ART	die
Bub	NN	Bub
'	$(	'
nicht	PTKNEG	nicht
da	ADV	da
wäre	VAFIN	sein
...	$.	...
GRAF	NE	Graf
.	$.	.
Also	ADV	also
das	PDS	die
sagt	VVFIN	sagen
er	PPER	er
mir	PRF	ich
jetzt	ADV	jetzt
erst	ADV	erst
!	$.	!
Erst	ADV	erst
heut	VVFIN	heuen
,	$,	,
knapp	ADJD	knapp
bevor	PTKVZ	bevor
der	ART	die
Bursch	NN	Bursch
zu	APPR	zu
Besuch	NN	Besuch
kommt	VVFIN	kommen
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Man	PIS	man
kann	VMFIN	können
nie	ADV	nie
wissen	VVINF	wissen
,	$,	,
wie	KOUS	wie
so	ADV	so
etwas	ADV	etwas
aufgenommen	VVPP	aufnehmen
wird	VAFIN	werden
.	$.	.
GRAF	NE	Graf
.	$.	.
Aber	KON	aber
geh	VVIMP	gehen
.	$.	.
Aufgenommen	VVPP	aufnehmen
!	$.	!
Hast	VAFIN	haben
vielleicht	ADV	vielleicht
geglaubt	VVPP	glauben
...	$.	...
Ich	PPER	ich
bin	VAFIN	sein
doch	ADV	doch
auch	ADV	auch
ein	ART	eine
bißl	NN	bißl
ein	ART	eine
Psycholog	NN	Psycholog
.	$.	.
Und	KON	und
das	PDS	die
ist	VAFIN	sein
nun	ADV	nun
ein	ART	eine
Freund	NN	Freund
!	$.	!
FÜRST	NN	Fürst
.	$.	.
Kein	PIAT	keine
Mensch	NN	Mensch
hat	VAFIN	haben
es	PPER	es
gewußt	VVPP	wissen
,	$,	,
kein	PIAT	keine
Mensch	NN	Mensch
auf	APPR	auf
der	ART	die
ganzen	ADJA	ganz
Welt	NN	Welt
.	$.	.
GRAF	NE	Graf
.	$.	.
Aber	KON	aber
mir	PPER	ich
hättest	VAFIN	haben
du	PPER	du
's	PPER	es
doch	ADV	doch
sagen	VVINF	sagen
können	VMINF	können
.	$.	.
Ich	PPER	ich
versteh	VVIMP	verstehen
's	PPER	es
wirklich	ADJD	wirklich
nicht	PTKNEG	nicht
,	$,	,
daß	KOUS	dass
du	PPER	du
...	$.	...
Na	ITJ	na
geh	VVIMP	gehen
,	$,	,
es	PPER	es
ist	VAFIN	sein
wirklich	ADJD	wirklich
nicht	PTKNEG	nicht
schön	ADJD	schön
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Ich	PPER	ich
hab	VAIMP	haben
'	$(	'
warten	VVINF	warten
wollen	VMFIN	wollen
,	$,	,
wie	KOUS	wie
sich	PRF	sich
der	ART	die
Bursch	NN	Bursch
entwickelt	VVPP	entwickeln
.	$.	.
Man	PIS	man
kann	VMFIN	können
ja	ADV	ja
nie	ADV	nie
wissen	VVINF	wissen
...	$.	...
GRAF	NE	Graf
.	$.	.
Na	ITJ	na
ja	ADV	ja
,	$,	,
bei	APPR	bei
so	ADV	so
einer	ART	eine
gemischten	ADJA	gemischt
Abstammung	NN	Abstammung
...	$.	...
Aber	KON	aber
jetzt	ADV	jetzt
scheinst	VVFIN	scheinen
du	PPER	du
beruhigt	ADJD	beruhigt
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
.	$.	.
Er	PPER	er
ist	VAFIN	sein
ein	ART	eine
Prachtkerl	NN	Prachtkerl
.	$.	.
GRAF	NE	Graf
umarmt	VVFIN	umarmen
ihn	PPER	er
wieder	ADV	wieder
.	$.	.
Also	ADV	also
,	$,	,
wo	PWAV	wo
hat	VAFIN	haben
er	PPER	er
denn	ADV	denn
bis	APPR	bis
jetzt	ADV	jetzt
gelebt	VVPP	leben
?	$.	?
FÜRST	NN	Fürst
.	$.	.
In	APPR	in
den	ART	die
ersten	ADJA	erst
Jahren	NN	Jahr
ziemlich	ADV	ziemlich
weit	ADJD	weit
von	APPR	von
Wien	NE	Wien
.	$.	.
In	APPR	in
Tirol	NE	Tirol
.	$.	.
GRAF	NE	Graf
.	$.	.
Bei	APPR	bei
Bauern	NN	Bauer
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Bei	APPR	bei
einem	ART	eine
kleinen	ADJA	klein
Gutsbesitzer	NN	Gutsbesitzer
.	$.	.
Die	ART	die
ersten	ADJA	erst
Schulen	NN	Schule
hat	VAFIN	haben
er	PPER	er
dann	ADV	dann
in	APPR	in
Innsbruck	NE	Innsbruck
besucht	VVPP	besuchen
.	$.	.
Und	KON	und
in	APPR	in
den	ART	die
letzten	ADJA	letzt
Jahren	NN	Jahr
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
ihn	PPER	er
in	APPR	in
Krems	NN	Krem
im	APPRART	in
Gymnasium	NN	Gymnasium
gehabt	VAPP	haben
.	$.	.
GRAF	NE	Graf
.	$.	.
Also	ADV	also
du	PPER	du
hast	VAFIN	haben
ihn	PPER	er
manchmal	ADV	manchmal
besucht	VVPP	besuchen
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Natürlich	ADV	natürlich
.	$.	.
GRAF	NE	Graf
.	$.	.
Und	KON	und
was	PWS	was
glaubt	VVFIN	glauben
er	PPER	er
denn	ADV	denn
eigentlich	ADV	eigentlich
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Bis	KON	bis
vor	APPR	vor
wenigen	PIAT	wenige
Tagen	NN	Tag
hat	VAFIN	haben
er	PPER	er
eben	ADV	eben
geglaubt	VVPP	glauben
,	$,	,
daß	KOUS	dass
er	PPER	er
keine	PIAT	keine
Eltern	NN	Eltern
mehr	ADV	mehr
hat	VAFIN	haben
;	$.	;
auch	ADV	auch
keinen	PIAT	keine
Vater	NN	Vater
.	$.	.
Und	KON	und
daß	KOUS	dass
ich	PPER	ich
ein	ART	eine
Freund	NN	Freund
seines	PPOSAT	sein
verstorbenen	ADJA	verstorben
Vaters	NN	Vater
gewesen	VAPP	sein
bin	VAFIN	sein
.	$.	.
KOMTESSE	NN	Komtesse
auf	APPR	auf
dem	ART	die
Balkon	NN	Balkon
.	$.	.
Guten	ADJA	gut
Tag	NN	Tag
,	$,	,
Fürst	NN	Fürst
Egon	NE	Egon
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Guten	ADJA	gut
Tag	NN	Tag
,	$,	,
Mizzi	NE	Mizzi
.	$.	.
GRAF	NE	Graf
.	$.	.
Na	ITJ	na
,	$,	,
willst	VMFIN	wollen
du	PPER	du
nicht	PTKNEG	nicht
ein	ART	eine
bisserl	NE	bisserl
herunterkommen	VVINF	herunterkommen
?	$.	?
KOMTESSE	NN	Komtesse
.	$.	.
Wenn	KOUS	wenn
man	PIS	man
nicht	PTKNEG	nicht
stört	VVFIN	stören
...	$.	...
Sie	PPER	Sie
verschwindet	VVFIN	verschwinden
.	$.	.
GRAF	NE	Graf
.	$.	.
Also	ADV	also
,	$,	,
was	PWS	was
sagen	VVFIN	sagen
wir	PPER	wir
denn	ADV	denn
der	ART	die
Mizzi	NE	Mizzi
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Ich	PPER	ich
möcht	VVFIN	möcht
'	$(	'
das	ART	die
natürlich	ADV	natürlich
gern	ADV	gern
dir	PPER	du
überlassen	VVPP	überlassen
.	$.	.
Aber	KON	aber
da	KOUS	da
ich	PPER	ich
den	ART	die
Buben	NN	Bube
doch	KON	doch
adoptiere	VVFIN	adoptieren
und	KON	und
er	PPER	er
wahrscheinlich	ADJD	wahrscheinlich
schon	ADV	schon
in	APPR	in
wenigen	PIAT	wenige
Tagen	NN	Tag
durch	APPR	durch
einen	ART	eine
Gnadenakt	NN	Gnadenakt
Seiner	PPOSAT	sein
Majestät	NN	Majestät
meinen	PPOSAT	mein
Namen	NN	Name
tragen	VVINF	tragen
wird	VAFIN	werden
...	$.	...
GRAF	ADJD	GRAF
erstaunt	VVPP	erstaunen
.	$.	.
Wie	KOUS	wie
?	$.	?
FÜRST	NN	Fürst
.	$.	.
...	$.	...
ist	VAFIN	sein
es	PPER	es
wohl	ADV	wohl
das	ART	die
Beste	NN	Beste
,	$,	,
wir	PPER	wir
sagen	VVFIN	sagen
der	ART	die
Mizzi	NE	Mizzi
gleich	APPR	gleich
die	ART	die
Wahrheit	NN	Wahrheit
.	$.	.
GRAF	NE	Graf
.	$.	.
Natürlich	ADV	natürlich
,	$,	,
natürlich	ADV	natürlich
,	$,	,
warum	PWAV	warum
denn	ADV	denn
auch	ADV	auch
nicht	PTKNEG	nicht
?	$.	?
Und	KON	und
wo	PWAV	wo
du	PPER	du
ihn	PPER	er
sogar	ADV	sogar
adoptierst	VVFIN	adoptierst
...	$.	...
Es	PPER	es
ist	VAFIN	sein
doch	ADV	doch
komisch	ADJD	komisch
.	$.	.
Eine	ART	eine
Tochter	NN	Tochter
,	$,	,
und	KON	und
wenn	KOUS	wenn
sie	PPER	sie
auch	ADV	auch
eine	ART	eine
alte	ADJA	alt
Schachtel	NN	Schachtel
wird	VAFIN	werden
,	$,	,
für'n	NE	für'n
Vater	NN	Vater
bleibt	VVFIN	bleiben
sie	PPER	sie
halt	ADV	halt
doch	ADV	doch
immer	ADV	immer
das	ART	die
kleine	ADJA	klein
Mäderl	NN	Mäderl
.	$.	.
KOMTESSE	NN	Komtesse
erscheint	VVFIN	erscheinen
.	$.	.
37	CARD	37
Jahre	NN	Jahr
,	$,	,
noch	ADV	noch
sehr	ADV	sehr
gut	ADJD	gut
aussehend	ADJD	aussehend
.	$.	.
Florentiner	NN	Florentiner
Strohhut	NN	Strohhut
,	$,	,
weißes	ADJA	weiß
Kleid	NN	Kleid
.	$.	.
Sie	PPER	Sie
küßt	VVFIN	küssen
den	ART	die
Grafen	NN	Graf
.	$.	.
Dann	ADV	dann
reicht	VVFIN	reichen
sie	PPER	sie
dem	ART	die
Fürsten	NN	Fürst
die	ART	die
Hand	NN	Hand
.	$.	.
Nun	ADV	nun
,	$,	,
wie	KOUS	wie
geht	VVFIN	gehen
's	PPER	es
,	$,	,
Fürst	NN	Fürst
Egon	NE	Egon
?	$.	?
Man	PIS	man
sieht	VVFIN	sehen
Sie	PPER	Sie
so	ADV	so
selten	ADJD	selten
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Danke	PTKANT	danke
,	$,	,
Mizzi	NE	Mizzi
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
sehr	ADV	sehr
fleißig	ADJD	fleißig
?	$.	?
KOMTESSE	NN	Komtesse
.	$.	.
Man	PIS	man
malt	VVFIN	malen
seine	PPOSAT	sein
Blümerln	NN	Blümerln
.	$.	.
GRAF	NE	Graf
.	$.	.
Sei	VAFIN	sein
nicht	PTKNEG	nicht
so	ADV	so
bescheiden	ADJD	bescheiden
,	$,	,
Mizzi	NE	Mizzi
.	$.	.
Neulich	ADV	neulich
,	$,	,
der	ART	die
Professor	NN	Professor
Windhofer	NE	Windhofer
hat	VAFIN	haben
g'sagt	VVPP	g'sagt
,	$,	,
sie	PPER	sie
soll	VMFIN	sollen
ruhig	ADJD	ruhig
einmal	ADV	einmal
ausstellen	VVINF	ausstellen
.	$.	.
Braucht	VVFIN	brauchen
sich	PRF	sich
neben	APPR	neben
der	ART	die
Wiesinger-	NE	Wiesinger-
Florian	NE	Florian
nicht	PTKNEG	nicht
zu	PTKZU	zu
verstecken	VVINF	verstecken
.	$.	.
KOMTESSE	NN	Komtesse
.	$.	.
Ja	PTKANT	ja
,	$,	,
das	PDS	die
ist	VAFIN	sein
schon	ADV	schon
möglich	ADJD	möglich
.	$.	.
Aber	KON	aber
ich	PPER	ich
hab	VAIMP	haben
'	$(	'
halt	ADV	halt
keinen	PIAT	keine
Ehrgeiz	NN	Ehrgeiz
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Fürs	APPRART	fürs
Ausstellen	NN	Ausstellen
bin	VAFIN	sein
ich	PPER	ich
eigentlich	ADV	eigentlich
auch	ADV	auch
nicht	PTKNEG	nicht
.	$.	.
Man	PIS	man
ist	VAFIN	sein
dann	ADV	dann
jedem	PIAT	jede
Zeitungsschreiber	NN	Zeitungsschreiber
ausgeliefert	VVPP	ausliefern
.	$.	.
KOMTESSE	NN	Komtesse
.	$.	.
Das	PDS	die
sind	VAFIN	sein
Herrenhausmitglieder	NN	Herrenhausmitglieder
auch	ADV	auch
.	$.	.
Wenigstens	ADV	wenigstens
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
was	PIS	was
reden	VVINF	reden
.	$.	.
GRAF	NE	Graf
.	$.	.
Und	KON	und
unsereiner	PIS	unsereins
vielleicht	ADV	vielleicht
nicht	PTKNEG	nicht
?	$.	?
In	APPR	in
alles	PIS	alle
stecken	VVFIN	stecken
sie	PPER	sie
ihre	PPOSAT	ihr
Nasen	NN	Nase
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Nun	ADV	nun
,	$,	,
wie	KOUS	wie
heut	VVFIN	heuen
die	ART	die
Strömung	NN	Strömung
ist	VAFIN	sein
,	$,	,
gibt	VVFIN	geben
's	PPER	es
Leute	NN	Leute
,	$,	,
die	PRELS	die
schon	ADV	schon
deswegen	PAV	deswegen
auf	APPR	auf
Ihre	PPOSAT	ihr
Bilder	NN	Bild
schimpfen	VVINF	schimpfen
möchten	VMFIN	mögen
,	$,	,
Mizzi	NE	Mizzi
,	$,	,
weil	KOUS	weil
Sie	PPER	Sie
eine	ART	eine
Gräfin	NN	Gräfin
sind	VAFIN	sein
.	$.	.
GRAF	NE	Graf
.	$.	.
Da	ADV	da
hat	VAFIN	haben
er	PPER	er
recht	ADJD	recht
.	$.	.
DIENER	NN	Diener
kommt	VVFIN	kommen
.	$.	.
Gräfliche	NE	Gräfliche
Gnaden	NN	Gnade
werden	VAFIN	werden
gebeten	VVPP	bitten
,	$,	,
ans	APPRART	ans
Telephon	NN	Telephon
zum	APPRART	zu
kommen	VVINF	kommen
.	$.	.
GRAF	NE	Graf
.	$.	.
Wer	PWS	wer
ist	VAFIN	sein
's	PPER	es
denn	ADV	denn
?	$.	?
Was	PWS	was
gibt	VVFIN	geben
's	PPER	es
denn	ADV	denn
?	$.	?
DIENER	NN	Diener
.	$.	.
Gräfliche	NE	Gräfliche
Gnaden	NN	Gnade
möchten	VMFIN	mögen
sich	PRF	sich
persönlich	ADJD	persönlich
zum	APPRART	zu
Apparat	NN	Apparat
bemühen	VVINF	bemühen
.	$.	.
GRAF	NE	Graf
.	$.	.
Du	PPER	du
entschuldigst	VVFIN	entschuldigen
mich	PRF	ich
einen	ART	eine
Moment	NN	Moment
.	$.	.
Leise	NN	Leise
zu	APPR	zu
ihm	PPER	er
.	$.	.
Sag	VVIMP	sagen
's	PPER	es
ihr	PPER	ihr
jetzt	ADV	jetzt
,	$,	,
während	KOUS	während
ich	PPER	ich
nicht	PTKNEG	nicht
dabei	PAV	dabei
bin	VAFIN	sein
.	$.	.
Ist	VAFIN	sein
mir	PPER	ich
lieber	ADJD	lieb
.	$.	.
GRAF	NN	Graf
ab	PTKVZ	ab
.	$.	.
KOMTESSE	NN	Komtesse
.	$.	.
Es	PPER	es
telephoniert	VVFIN	telephonieren
...	$.	...
sollte	VMFIN	sollen
Papa	NN	Papa
am	APPRART	an
Ende	NN	Ende
schon	ADV	schon
wieder	ADV	wieder
in	APPR	in
neuen	ADJA	neu
Banden	NN	Bande
sein	VAINF	sein
?	$.	?
Setzt	VVFIN	setzen
sich	PRF	sich
.	$.	.
FÜRST	NN	Fürst
.	$.	.
In	APPR	in
neuen	ADJA	neu
?	$.	?
KOMTESSE	NN	Komtesse
.	$.	.
Um	APPR	um
diese	PDAT	dies
Zeit	NN	Zeit
hat	VAFIN	haben
gewöhnlich	ADJD	gewöhnlich
Lob	NN	Lob
telephoniert	VVPP	telephonieren
.	$.	.
Aber	KON	aber
mit	APPR	mit
Lolo	NE	Lolo
ist	VAFIN	sein
es	PPER	es
jetzt	ADV	jetzt
aus	PTKVZ	aus
.	$.	.
Das	PDS	die
wissen	VVFIN	wissen
Sie	PPER	Sie
doch	ADV	doch
?	$.	?
FÜRST	NN	Fürst
.	$.	.
Habe	VAFIN	haben
es	PPER	es
eben	ADV	eben
erst	ADV	erst
erfahren	VVPP	erfahren
.	$.	.
KOMTESSE	NN	Komtesse
.	$.	.
Und	KON	und
was	PWS	was
sagen	VVFIN	sagen
Sie	PPER	Sie
dazu	PAV	dazu
,	$,	,
Fürst	NN	Fürst
Egon	NE	Egon
?	$.	?
Mir	PPER	ich
tut	VVFIN	tun
's	PPER	es
ja	ADV	ja
recht	ADJD	recht
leid	ADJD	leid
.	$.	.
Wenn	KOUS	wenn
er	PPER	er
jetzt	ADV	jetzt
wieder	ADV	wieder
was	PIS	was
anfängt	VVFIN	anfangen
,	$,	,
fällt	VVFIN	fallen|fällen
er	PPER	er
sicher	ADJD	sicher
hinein	PTKVZ	hinein
.	$.	.
Und	KON	und
ich	PPER	ich
fürchte	VVFIN	fürchten
,	$,	,
er	PPER	er
fängt	VVFIN	fangen
wieder	ADV	wieder
was	PIS	was
an	PTKVZ	an
.	$.	.
Er	PPER	er
ist	VAFIN	sein
noch	ADV	noch
zu	PTKA	zu
jung	ADJD	jung
für	APPR	für
seine	PPOSAT	sein
Jahre	NN	Jahr
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Ja	PTKANT	ja
,	$,	,
ja	ADV	ja
.	$.	.
KOMTESSE	NN	Komtesse
sich	PRF	sich
nach	APPR	nach
ihm	PPER	er
umwendend	ADJD	umwendend
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
übrigens	ADV	übrigens
lang	ADJD	lang
nicht	PTKNEG	nicht
dagewesen	VVPP	dagewesen
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Sie	PPER	Sie
werden	VAFIN	werden
mich	PRF	ich
nicht	PTKNEG	nicht
sehr	ADV	sehr
vermißt	VVPP	vermissen
haben	VAFIN	haben
...	$.	...
fürchte	VVFIN	fürchten
ich	PPER	ich
...	$.	...
Die	ART	die
Kunst	NN	Kunst
...	$.	...
und	KON	und
weiß	VVFIN	wissen
Gott	NN	Gott
was	PIS	was
noch	ADV	noch
...	$.	...
KOMTESSE	NN	Komtesse
einfach	ADJD	einfach
.	$.	.
Trotzdem	PAV	trotzdem
...	$.	...
FÜRST	NN	Fürst
.	$.	.
Sehr	ADV	sehr
liebenswürdig	ADJD	liebenswürdig
.	$.	.
Pause	NN	Pause
.	$.	.
KOMTESSE	NN	Komtesse
.	$.	.
Warum	PWAV	warum
sind	VAFIN	sein
Sie	PPER	Sie
heute	ADV	heute
so	ADV	so
schweigsam	ADJD	schweigsam
?	$.	?
Erzählen	VVFIN	erzählen
Sie	PPER	Sie
doch	ADV	doch
was	PIS	was
.	$.	.
Gibt	VVFIN	geben
's	PPER	es
gar	ADV	gar
nichts	PIAT	nichts
Neues	NN	Neue
in	APPR	in
der	ART	die
Welt	NN	Welt
?	$.	?
FÜRST	NN	Fürst
als	KOKOM	als
dächte	VVFIN	denken
er	PPER	er
zuerst	ADV	zuerst
nach	PTKVZ	nach
.	$.	.
Unser	PPOSAT	unser
Sohn	NN	Sohn
hat	VAFIN	haben
maturiert	ADJD	maturiert
.	$.	.
KOMTESSE	NN	Komtesse
zuckt	VVFIN	zucken
ganz	ADV	ganz
leicht	ADJD	leicht
.	$.	.
Ich	PPER	ich
hoffe	VVFIN	hoffen
,	$,	,
Sie	PPER	Sie
haben	VAFIN	haben
auch	ADV	auch
interessantere	ADJA	interessant
Neuigkeiten	NN	Neuigkeit
im	APPRART	in
Vorrat	NN	Vorrat
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Interessantere	NN	Interessantere
...	$.	...
KOMTESSE	NN	Komtesse
.	$.	.
Oder	KON	oder
wenigstens	ADV	wenigstens
Neuigkeiten	NN	Neuigkeit
,	$,	,
die	PRELS	die
mich	PRF	ich
persönlich	ADJD	persönlich
mehr	ADV	mehr
angehen	VVFIN	angehen
als	KOKOM	als
der	ART	die
Lebenslauf	NN	Lebenslauf
eines	ART	eine
mir	PRF	ich
unbekannten	ADJA	unbekannt
jungen	ADJA	jung
Herrn	NN	Herr
.	$.	.
FÜRST	NN	Fürst
.	$.	.
Über	APPR	über
wichtigere	ADJA	wichtig
Etappen	NN	Etappe
in	APPR	in
der	ART	die
Laufbahn	NN	Laufbahn
dieses	PDAT	dies
jungen	ADJA	jung
Herrn	NN	Herr
glaub	VVIMP	glauben
'	$(	'
ich	PPER	ich
mich	PPER	ich
doch	ADV	doch
verpflichtet	ADJD	verpflichtet
Sie	PPER	Sie
zu	PTKZU	zu
unterrichten	VVINF	unterrichten
.	$.	.
Als	KOUS	als
er	PPER	er
gefirmt	ADJD	gefirmt
wurde	VAFIN	werden
,	$,	,
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
mir	PPER	ich
ja	ADV	ja
auch	ADV	auch
erlaubt	VVPP	erlauben
,	$,	,
Ihnen	PPER	Sie
Mitteilung	NN	Mitteilung
davon	PAV	davon
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
Aber	KON	aber
