Erste	ADJA	erst
's	PPER	es
guat	ADJA	guat
moanst	NN	moanst
.	$.	.
GRUBHOFER	NE	GRUBHOFER
.	$.	.
Mach	VVIMP	machen
mei	VVFIN	mei
Gratulation	NN	Gratulation
.	$.	.
MERKL	NN	MERKL
.	$.	.
Des	ART	die
hamm	ADJA	hamm
S	NN	S
'	$(	'
guat	NE	guat
geben	VVFIN	geben
,	$,	,
Herr	NN	Herr
Neusigl	NN	Neusigl
.	$.	.
HAHNRIEDER	NN	HAHNRIEDER
.	$.	.
Net	ADJD	Net
auslassen	VVINF	auslassen
,	$,	,
Herr	NN	Herr
Neusigl	NN	Neusigl
!	$.	!
SEDLMAIER	NE	SEDLMAIER
.	$.	.
Freut	VVFIN	freuen
mi	ADJD	mi
auffallend	ADJD	auffallend
.	$.	.
HÄBERLEIN	NN	HÄBERLEIN
.	$.	.
Dem	ART	die
Verdienste	NN	Verdienst
seine	PPOSAT	sein
Krone	NN	Krone
!	$.	!
Ihnen	PPER	Sie
und	KON	und
der	ART	die
Frau	NN	Frau
Gemahlin	NN	Gemahlin
meine	PPOSAT	mein
herzlichsten	ADJA	herzlich
Glückwünsche	NN	Glückwunsch
.	$.	.
NEUSIGL	NE	NEUSIGL
.	$.	.
Die	ART	die
Herren	NN	Herr
sand	VVFIN	sand
alle	PIS	alle
so	ADV	so
freundli	NE	freundli
;	$.	;
des	ART	die
is	NE	is
ja	ADV	ja
z'viel	NE	z'viel
.	$.	.
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Mir	PPER	ich
wissen	VVFIN	wissen
ja	ADV	ja
gar	ADV	gar
nicht	PTKNEG	nicht
,	$,	,
wie	KOUS	wie
mir	PPER	ich
ins	APPRART	in
zum	APPRART	zu
verhalten	ADJD	verhalten
haben	VAFIN	haben
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Ich	PPER	ich
bitte	VVFIN	bitten
,	$,	,
Platz	NN	Platz
zu	PTKZU	zu
nehmen	VVINF	nehmen
.	$.	.
Die	ART	die
Gäste	NN	Gast
nehmen	VVFIN	nehmen
umständlich	ADJD	umständlich
Platz	NN	Platz
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Herr	NN	Herr
Lampl	NE	Lampl
,	$,	,
bitte	VVFIN	bitten
hierher	PAV	hierher
!	$.	!
LAMPL	NE	LAMPL
.	$.	.
I	NE	I
hätt	NE	hätt
mi	VVFIN	mi
gern	ADV	gern
zum	APPRART	zu
Hahnrieder	NN	Hahnrieder
abi	NE	Abi
g'sitzt	VVFIN	g'sitzt
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Ich	PPER	ich
möchte	VMFIN	mögen
Sie	PPER	Sie
neben	APPR	neben
mir	PPER	ich
haben	VAINF	haben
.	$.	.
LAMPL	NE	LAMPL
.	$.	.
So	ADV	so
!	$.	!
No	NE	<UNKNOWN>
,	$,	,
nacha	ADJA	nacha
is	NE	is
mir	PRF	ich
aa	NE	aa
recht	ADJD	recht
.	$.	.
Babette	NE	Babette
und	KON	und
Anna	NE	Anna
tragen	VVFIN	tragen
die	ART	die
Suppe	NN	Suppe
auf	PTKVZ	auf
,	$,	,
das	ART	die
Servieren	NN	Servieren
beim	APPRART	bei
Bezirksamtmann	NN	Bezirksamtmann
und	KON	und
seiner	PPOSAT	sein
Frau	NN	Frau
beginnend	ADJD	beginnend
.	$.	.
Frau	NN	Frau
Neusigl	NN	Neusigl
bindet	VVFIN	binden
ihrem	PPOSAT	ihr
Mann	NN	Mann
die	ART	die
Serviette	NN	Serviette
um	APPR	um
den	ART	die
Hals	NN	Hals
.	$.	.
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Du	PPER	du
mußt	VMFIN	müssen
Obacht	NN	Obacht
geben	VVINF	geben
,	$,	,
Peter	NE	Peter
,	$,	,
auf	APPR	auf
dein	PPOSAT	dein
schönes	ADJA	schön
G'wand	NN	G'wand
.	$.	.
MERKL	NN	MERKL
zu	APPR	zu
Babette	NE	Babette
.	$.	.
Gib	VVIMP	geben
mir	PPER	ich
nur	ADV	nur
außa	ADJD	außa
,	$,	,
Madel	NN	Madel
.	$.	.
I	FM	I
ko	VVFIN	ko
mit	APPR	mit
dem	ART	die
Schöpflöffi	NE	Schöpflöffi
net	ADJD	net
hantieren	VVINF	hantieren
.	$.	.
GRUBHOFER	NE	GRUBHOFER
zu	APPR	zu
Anna	NE	Anna
,	$,	,
ihr	PPOSAT	ihr
die	ART	die
Serviette	NN	Serviette
gebend	ADJD	gebend
.	$.	.
Da	ADV	da
,	$,	,
des	ART	die
ko'st	ADJA	ko'st
wieder	ADV	wieder
nehma	NN	nehma
.	$.	.
Des	ART	die
braucht	VVFIN	brauchen
's	PPER	es
it	FM	it
.	$.	.
HAHNRIEDER	NN	HAHNRIEDER
zu	APPR	zu
Babette	NE	Babette
.	$.	.
Suppen	NN	Suppe
mag	VMFIN	mögen
i	NE	i
ganz	ADV	ganz
weni	NE	weni
,	$,	,
aba	NE	Aba
zwoa	NE	zwoa
Knödel	NN	Knödel
gibst	VVFIN	geben
mir	PPER	ich
no	NE	no
.	$.	.
Die	ART	die
Mädchen	NN	Mädchen
sind	VAFIN	sein
mit	APPR	mit
dem	ART	die
Servieren	NN	Servieren
fertig	PTKVZ	fertig
.	$.	.
Der	ART	die
Bezirksamtmann	NN	Bezirksamtmann
,	$,	,
seine	PPOSAT	sein
Frau	NN	Frau
und	KON	und
der	ART	die
Assessor	NN	Assessor
beginnen	VVINF	beginnen
zu	PTKZU	zu
essen	VVINF	essen
.	$.	.
Die	ART	die
übrigen	ADJA	übrig
sitzen	VVFIN	sitzen
schweigend	ADJD	schweigend
.	$.	.
Sie	PPER	Sie
warten	VVFIN	warten
auf	APPR	auf
das	ART	die
Tischgebet	NN	Tischgebet
.	$.	.
Da	ADV	da
niemand	PIS	niemand
vorbetet	VVFIN	vorbeten
,	$,	,
fängt	VVFIN	fangen
jeder	PIS	jede
still	ADJD	still
zu	PTKZU	zu
beten	VVINF	beten
an	PTKVZ	an
,	$,	,
nachdem	KOUS	nachdem
er	PPER	er
vorher	ADV	vorher
das	ART	die
Kreuz	NN	Kreuz
geschlagen	VVPP	schlagen
hat	VAFIN	haben
.	$.	.
Der	ART	die
Bezirksamtmann	NN	Bezirksamtmann
bemerkt	VVFIN	bemerken
es	PPER	es
,	$,	,
hört	VVIMP	hören
zu	PTKZU	zu
essen	VVINF	essen
auf	APPR	auf
und	KON	und
nimmt	VVFIN	nehmen
eine	ART	eine
andächtige	ADJA	andächtig
Miene	NN	Miene
an	PTKVZ	an
.	$.	.
ASSESSOR	NN	Assessor
mit	APPR	mit
schnarrender	ADJA	schnarrender
Stimme	NN	Stimme
.	$.	.
Mahlzeit	NN	Mahlzeit
,	$,	,
gnädige	ADJA	gnädig
Frau	NN	Frau
!	$.	!
Darf	VMFIN	dürfen
ich	PPER	ich
Ihnen	PPER	Sie
Brot	NN	Brot
anbieten	VVINF	anbieten
?	$.	?
Der	ART	die
Bezirksamtmann	NN	Bezirksamtmann
wirft	VVFIN	werfen
ihm	PPER	er
einen	ART	eine
strafenden	ADJA	strafend
Blick	NN	Blick
zu	PTKVZ	zu
.	$.	.
ASSESSOR	NN	Assessor
.	$.	.
Ach	ITJ	ach
so	ADV	so
!	$.	!
Parrdong	NE	Parrdong
!	$.	!
Nimmt	VVFIN	nehmen
den	ART	die
Kneifer	NN	Kneifer
ab	PTKVZ	ab
und	KON	und
sitzt	VVFIN	sitzen
in	APPR	in
steifer	ADJA	steif
Stellung	NN	Stellung
,	$,	,
bis	KOUS	bis
die	ART	die
übrigen	ADJA	übrig
wieder	ADV	wieder
ein	ART	eine
Kreuz	NN	Kreuz
machen	VVINF	machen
und	KON	und
zu	PTKZU	zu
beten	VVINF	beten
aufhören	VVINF	aufhören
.	$.	.
LAMPL	NE	LAMPL
.	$.	.
Amen	ADV	amen
!	$.	!
Guaten	ADJA	Guaten
Appetit	NN	Appetit
allerseits	ADV	allerseits
!	$.	!
Die	ART	die
anderen	PIS	andere
antworten	VVFIN	antworten
durcheinander	PTKVZ	durcheinander
:	$.	:
Guaten	ADJA	Guaten
Appetit	NN	Appetit
!	$.	!
HÄBERLEIN	NN	HÄBERLEIN
aufstehend	ADJD	aufstehend
.	$.	.
Ich	PPER	ich
wünsche	VVFIN	wünschen
wohl	ADV	wohl
zu	PTKZU	zu
speisen	VVINF	speisen
,	$,	,
Herr	NN	Herr
Bezirksamtmann	NN	Bezirksamtmann
und	KON	und
Frau	NN	Frau
Gemahlin	NN	Gemahlin
!	$.	!
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Ich	PPER	ich
danke	VVFIN	danken
!	$.	!
ASSESSOR	NN	Assessor
.	$.	.
Mahlzeit	NN	Mahlzeit
!	$.	!
LAMPL	NE	LAMPL
.	$.	.
Die	ART	die
Knödel	NN	Knödel
sand	NN	Sand
ausgezeichnet	VVPP	auszeichnen
.	$.	.
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Ja	PTKANT	ja
,	$,	,
das	PRELS	die
muß	VMFIN	müssen
man	PIS	man
sagen	VVINF	sagen
,	$,	,
großartig	ADJD	großartig
.	$.	.
Und	KON	und
gerade	ADV	gerade
das	ART	die
Rechte	NN	Recht|Rechte
haben	VAFIN	haben
sie	PPER	sie
.	$.	.
Das	PDS	die
muß	VMFIN	müssen
man	PIS	man
erraten	VVINF	erraten
bei	APPR	bei
die	ART	die
Knödel	NN	Knödel
.	$.	.
Ich	PPER	ich
nehme	VVFIN	nehmen
zwei	CARD	zwei
Semmeln	NN	Semmel
,	$,	,
schneide	VVFIN	schneiden
sie	PPER	sie
dünn	PTKVZ	dünn
,	$,	,
nehme	VVFIN	nehmen
ein	ART	eine
Ei	NN	Ei
und	KON	und
Milch	NN	Milch
und	KON	und
weiche	VVFIN	weichen
sie	PPER	sie
tüchtig	ADJD	tüchtig
ein	PTKVZ	ein
.	$.	.
Dann	ADV	dann
tue	VVFIN	tun
ich	PPER	ich
die	ART	die
Leber	NN	Leber
hinzu	PTKVZ	hinzu
.	$.	.
Ein	ART	eine
bißchen	PIAT	bisschen
Majoran	NN	Majoran
vermehrt	VVFIN	vermehren
den	ART	die
Geschmack	NN	Geschmack
.	$.	.
Nehmen	VVFIN	nehmen
Sie	PPER	Sie
auch	ADV	auch
Majoran	NN	Majoran
,	$,	,
Frau	NN	Frau
Bezirksamtmann	NN	Bezirksamtmann
?	$.	?
FRAU	NN	Frau
BEZIRKSAMTMANN	NN	Bezirksamtmann
.	$.	.
Kennen	VVFIN	kennen
Sie	PPER	Sie
den	ART	die
Baron	NN	Baron
Schenkenstein	NN	Schenkenstein
persönlich	ADJD	persönlich
,	$,	,
Herr	NN	Herr
Assessor	NN	Assessor
?	$.	?
ASSESSOR	NN	Assessor
.	$.	.
Gewiß	ADJD	gewiss
.	$.	.
Er	PPER	er
war	VAFIN	sein
Hauptmann	NE	Hauptmann
im	APPRART	in
vierten	ADJA	viert
Re'ment	NN	Re'ment
.	$.	.
Ich	PPER	ich
machte	VVFIN	machen
in	APPR	in
seiner	PPOSAT	sein
Kompagnie	NN	Kompagnie
das	ART	die
Manöver	NN	Manöver
mit	PTKVZ	mit
.	$.	.
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Der	ART	die
Majoran	NN	Majoran
steht	VVFIN	stehen
nicht	PTKNEG	nicht
jedem	PIS	jede
an	PTKVZ	an
;	$.	;
mein	PPOSAT	mein
Mann	NN	Mann
kann	VMFIN	können
den	ART	die
Geschmack	NN	Geschmack
gut	ADJD	gut
leiden	VVINF	leiden
,	$,	,
aber	KON	aber
sein	PPOSAT	sein
Bruder	NN	Bruder
,	$,	,
der	ART	die
Oberaufseher	NN	Oberaufseher
in	APPR	in
Laufen	NN	Laufen
,	$,	,
zum	APPRART	zu
Beispiel	NN	Beispiel
,	$,	,
mag	VMFIN	mögen
ihn	PPER	er
gar	ADV	gar
nicht	PTKNEG	nicht
.	$.	.
FRAU	NN	Frau
BEZIRKSAMTMANN	NN	Bezirksamtmann
.	$.	.
Die	ART	die
Baronin	NE	Baronin
Schenkenstein	NE	Schenkenstein
war	VAFIN	sein
meine	PPOSAT	mein
intimste	ADJA	intim
Freundin	NN	Freundin
im	APPRART	in
Institute	NN	Institut
.	$.	.
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Vielleicht	ADV	vielleicht
mag	VMFIN	mögen
der	ART	die
Herr	NN	Herr
Bezirksamtmann	NN	Bezirksamtmann
auch	ADV	auch
keinen	PIAT	keine
Majoran	NN	Majoran
?	$.	?
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Herr	NN	Herr
Lampl	NE	Lampl
,	$,	,
wie	KOKOM	wie
sind	VAFIN	sein
die	ART	die
Aussichten	NN	Aussicht
für	APPR	für
unsere	PPOSAT	unser
Bahn	NN	Bahn
?	$.	?
Glauben	VVFIN	glauben
Sie	PPER	Sie
,	$,	,
daß	KOUS	dass
im	APPRART	in
Plenum	NN	Plenum
eine	ART	eine
Majorität	NN	Majorität
für	APPR	für
dieselbe	PDS	dieselbe
zu	PTKZU	zu
finden	VVINF	finden
ist	VAFIN	sein
?	$.	?
LAMPL	NE	LAMPL
.	$.	.
I	FM	I
woaß	ADV	woaß
net	ADJD	net
.	$.	.
Da	ADV	da
laßt	VVFIN	lassen
si	NE	Si
heut	VVFIN	heuen
no	NE	no
nix	PIS	nix
sagen	VVINF	sagen
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Es	PPER	es
wäre	VAFIN	sein
schade	ADJD	schade
,	$,	,
wenn	KOUS	wenn
das	ART	die
Projekt	NN	Projekt
wieder	ADV	wieder
zurückgestellt	VVPP	zurückstellen
würde	VAFIN	werden
;	$.	;
ich	PPER	ich
habe	VAFIN	haben
die	ART	die
Notwendigkeit	NN	Notwendigkeit
der	ART	die
Trace	NN	Trace
ausführlich	ADJD	ausführlich
begründet	VVPP	begründen
.	$.	.
MERKL	NN	MERKL
.	$.	.
Mir	PPER	ich
in	APPR	in
Sünzhausen	NN	Sünzhausen
reißen	VVFIN	reißen
ins	APPRART	in
ganz	ADV	ganz
weni	ADV	weni
um	APPR	um
de	NE	de
Bahn	NN	Bahn
.	$.	.
GRUBHOFER	NE	GRUBHOFER
.	$.	.
Ja	PTKANT	ja
,	$,	,
des	ART	die
woaß	NN	woaß
mi	VVFIN	mi
scho	NE	scho
.	$.	.
Bal	ADJA	Bal
oaner	NN	oaner
in	APPR	in
Sünzhausen	NN	Sünzhausen
glaabt	VVFIN	glaabt
,	$,	,
daß	KOUS	dass
de	NE	de
herobern	ADJA	herobern
Gemeinden	NN	Gemeinde
Puachschlagen	NN	Puachschlagen
,	$,	,
Niederroth	NE	Niederroth
oda	NE	Oda
Lautabach	NE	Lautabach
an	APPR	an
Profit	NN	Profit
hätten	VAFIN	haben
,	$,	,
nacha	VVFIN	nacha
seids	NN	seids
ös	VVFIN	ös
glei	ADJD	glei
dagegen	PAV	dagegen
.	$.	.
MERKL	NN	MERKL
.	$.	.
Des	ART	die
muaßt	ADJA	muaßt
net	ADJA	net
sag'n	NE	sag'n
,	$,	,
Gruabhofer	NE	Gruabhofer
!	$.	!
Mi	FM	Mi
san	VVFIN	san
durchaus	ADV	durchaus
gar	ADV	gar
net	ADJD	net
so	ADV	so
neidi	ADJD	neidi
.	$.	.
Aba	NE	Aba
was	PIAT	was
hamm	NN	hamm
mi	VVFIN	mi
denn	ADV	denn
von	APPR	von
dera	ADJA	dera
Bahn	NN	Bahn
?	$.	?
Den	ART	die
ganzen	ADJA	ganz
Winter	NN	Winter
kriag'n	NE	kriag'n
mi	ADJA	mi
koa	NN	koa
Holzfuhr	NN	Holzfuhr
nimma	NE	nimma
,	$,	,
koa	NE	koa
Ziegelfuhr	NN	Ziegelfuhr
geht	VVFIN	gehen
a	FM	a
nimma	NE	nimma
;	$.	;
do	NE	do
stengan	VVFIN	stengan
dir	PRF	du
d	ADJA	d
'	$(	'
Roß	NN	Ross
fünf	CARD	fünf
Monat	NN	Monat
an	APPR	an
Stall	NN	Stall
,	$,	,
und	KON	und
ko'st	ADJA	ko'st
d	ADJA	d
'	$(	'
as	FM	as
umansinscht	ADJA	umansinscht
fuattern	NN	fuattern
.	$.	.
HAHNRIEDER	NN	HAHNRIEDER
.	$.	.
Des	ART	die
sell	ADJA	sell
gib	VVIMP	geben
i	NE	i
zua	NE	zua
,	$,	,
aba	NE	Aba
dafür	PAV	dafür
geht	VVFIN	gehen
mehra	ADJA	mehra
Handel	NN	Handel
mit'n	NE	mit'n
Troad	NE	Troad
und	KON	und
mit'n	NE	mit'n
Viech	NN	Viech
.	$.	.
LAMPL	NE	LAMPL
.	$.	.
Mit	APPR	mit
dein	PPOSAT	dein
Viehhandel	NN	Viehhandel
balst	VVFIN	balst
mir	PPER	ich
net	ADJD	net
gehst	VVFIN	gehen
!	$.	!
Do	NE	Do
han	VVFIN	han
i	NE	i
gestern	ADV	gestern
gnua	ADJD	gnua
g'habt	VVFIN	g'habt
von	APPR	von
deiner	PPOSAT	dein
Bäurin	NN	Bäurin
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Herr	NN	Herr
Hahnrieder	NN	Hahnrieder
hat	VAFIN	haben
recht	ADJD	recht
.	$.	.
Der	ART	die
einzelne	ADJA	einzeln
muß	VMFIN	müssen
sich	PRF	sich
eben	ADV	eben
unterordnen	VVINF	unterordnen
,	$,	,
wenn	KOUS	wenn
Verschiebungen	NN	Verschiebung
in	APPR	in
der	ART	die
ökonomischen	ADJA	ökonomisch
Lage	NN	Lage
durch	APPR	durch
den	ART	die
Fortschritt	NN	Fortschritt
bedingt	VVPP	bedingen
werden	VAINF	werden
.	$.	.
Einerseits	ADV	einerseits
...	$.	...
SEDLMAIER	NE	SEDLMAIER
.	$.	.
Ja	PTKANT	ja
,	$,	,
Fortschritt	NN	Fortschritt
!	$.	!
Des	ART	die
müassen	NN	müassen
mi	VVFIN	mi
erst	ADV	erst
sehg'n	ADJD	sehg'n
,	$,	,
ob	KOUS	ob
des	ART	die
a	FM	a
Fortschritt	NN	Fortschritt
is	NE	is
.	$.	.
MERKL	NN	MERKL
.	$.	.
Jetzt	ADV	jetzt
hast	VAFIN	haben
amal	ADJA	amal
was	PRELS	was
Richdg	NE	Richdg
's	PPER	es
g'sagt	VVFIN	g'sagt
,	$,	,
Sedlmoar	NN	Sedlmoar
.	$.	.
I	FM	I
sag	VVIMP	sagen
überhaupts	VVFIN	überhaupts
,	$,	,
daß	KOUS	dass
für	APPR	für
ins	APPRART	in
Bauern	NN	Bauer
de	NE	de
Bahna	NE	Bahna
koa	NE	koa
Fortschritt	NN	Fortschritt
san	VVFIN	san
,	$,	,
und	KON	und
daß	KOUS	dass
'	$(	'
s	NN	s
überhaupts	NE	überhaupts
besser	ADJD	gut
war	VAFIN	sein
,	$,	,
wenn	KOUS	wenn
's	PPER	es
koane	ADJA	koane
Bahna	NN	Bahna
net	ADJD	net
gab	VVFIN	geben
.	$.	.
ASSESSOR	NN	Assessor
.	$.	.
Aber	ADV	aber
erlauben	VVFIN	erlauben
Sie	PPER	Sie
,	$,	,
Verehrtester	NN	Verehrtester
,	$,	,
das	PDS	die
sind	VAFIN	sein
doch	ADV	doch
Ansichten	NN	Ansicht
,	$,	,
die	PRELS	die
...	$.	...
hm	NE	hm
...	$.	...
äh	VVFIN	äh
...	$.	...
heutzutage	ADV	heutzutage
nicht	PTKNEG	nicht
mehr	ADV	mehr
ganz	ADV	ganz
auf	APPR	auf
der	ART	die
Höhe	NN	Höhe
...	$.	...
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Herr	NN	Herr
Assessor	NN	Assessor
,	$,	,
reichen	VVFIN	reichen
Sie	PPER	Sie
mir	PRF	ich
den	ART	die
Brotkorb	NN	Brotkorb
herauf	PTKVZ	herauf
!	$.	!
MERKL	NN	MERKL
.	$.	.
Des	ART	die
woaß	NN	woaß
mi	VVFIN	mi
scho	NE	scho
,	$,	,
daß	KOUS	dass
mi	ADJA	mi
Bauern	NN	Bauer
net	ADJD	net
so	ADV	so
g'scheit	NN	g'scheit
sei	VAFIN	sein
kinna	NE	kinna
wia	NE	wia
de	NE	de
Herrn	NN	Herr
,	$,	,
de	FM	de
wo	PWAV	wo
auf	APPR	auf
des	ART	die
studieren	VVINF	studieren
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Herr	NN	Herr
Landrat	NN	Landrat
,	$,	,
ein	ART	eine
jeder	PIAT	jede
kann	VMFIN	können
von	APPR	von
seiner	PPOSAT	sein
Stelle	NN	Stelle
aus	APPR	aus
das	ART	die
Rechte	NN	Recht|Rechte
wirken	VVINF	wirken
.	$.	.
Es	PPER	es
wäre	VAFIN	sein
töricht	ADJD	töricht
,	$,	,
die	ART	die
hohe	ADJA	hoch
Bedeutung	NN	Bedeutung
des	ART	die
Bauernstandes	NN	Bauernstand
zu	PTKZU	zu
verkennen	VVINF	verkennen
.	$.	.
HÄBERLEIN	NN	HÄBERLEIN
.	$.	.
Wie	KOUS	wie
nützlich	ADJD	nützlich
ist	VAFIN	sein
der	ART	die
Bauersmann	NN	Bauersmann
!	$.	!
Er	PPER	er
bauet	VVFIN	bauen
uns	PPER	wir
das	ART	die
Feld	NN	Feld
.	$.	.
Wer	PWS	wer
eines	ART	eine
Bauern	NN	Bauer
spotten	VVINF	spotten
kann	VMFIN	können
,	$,	,
Der	PDS	die
ist	VAFIN	sein
ein	ART	eine
schlechter	ADJA	schlecht
Held	NN	Held
.	$.	.
Wenn	KOUS	wenn
Sie	PPER	Sie
erlauben	VVFIN	erlauben
,	$,	,
Herr	NN	Herr
Bezirksamtmann	NN	Bezirksamtmann
,	$,	,
zu	PTKZU	zu
bemerken	VVINF	bemerken
.	$.	.
Babette	NE	Babette
und	KON	und
Anna	NE	Anna
kommen	VVFIN	kommen
mit	APPR	mit
den	ART	die
Fleischschüsseln	NN	Fleischschüsseln
und	KON	und
stellen	VVFIN	stellen
sie	PPER	sie
auf	APPR	auf
den	ART	die
Tisch	NN	Tisch
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Darf	VMFIN	dürfen
ich	PPER	ich
bitten	VVINF	bitten
,	$,	,
Herr	NN	Herr
Lampl	NE	Lampl
;	$.	;
die	ART	die
Herren	NN	Herr
nehmen	VVFIN	nehmen
sich	PRF	sich
doch	ADV	doch
.	$.	.
Herr	NN	Herr
Grubhofer	NE	Grubhofer
?	$.	?
GRUBHOFER	NE	GRUBHOFER
.	$.	.
Mir	PPER	ich
kriag'n	NE	kriag'n
gnua	NE	gnua
,	$,	,
Herr	NN	Herr
Bezirksamtmann	NN	Bezirksamtmann
.	$.	.
Z'erscht	NE	Z'erscht
kimmt	VVFIN	kimmt
der	ART	die
Jubilar	NN	Jubilar
.	$.	.
Nur	ADV	nur
fest	ADJD	fest
zuag'langt	VVFIN	zuag'langt
,	$,	,
Herr	NN	Herr
Neusigl	NN	Neusigl
!	$.	!
NEUSIGL	NE	NEUSIGL
.	$.	.
Na	ITJ	na
,	$,	,
na	ITJ	na
;	$.	;
i	NE	i
kimm	VVFIN	kimm
z'letzt	ADJD	z'letzt
;	$.	;
na	ITJ	na
,	$,	,
na	ITJ	na
!	$.	!
Des	ART	die
derf	ADJA	derf
nit	ADJD	nit
sei	VAFIN	sein
;	$.	;
Herr	NN	Herr
Gruabhofer	NE	Gruabhofer
.	$.	.
GRUBHOFER	NE	GRUBHOFER
.	$.	.
Ja	PTKANT	ja
,	$,	,
was	PWS	was
waar	VVINF	waar
denn	KON	denn
dös	VVIMP	dösen
?	$.	?
Gibt	VVFIN	geben
Neusigl	NN	Neusigl
mehrere	PIAT	mehrere
Stücke	NN	Stück
Fleisch	NN	Fleisch
auf	APPR	auf
den	ART	die
Teller	NN	Teller
.	$.	.
SEDLMAIER	NE	SEDLMAIER
.	$.	.
Net	ADJA	Net
schenieren	NN	schenieren
!	$.	!
Heut	ADV	heute
san	VVFIN	san
Sie	PPER	Sie
die	ART	die
Hauptperson	NN	Hauptperson
.	$.	.
Und	KON	und
d	ADJA	d
'	$(	'
Frau	NN	Frau
Jubilarin	NN	Jubilarin
net	ADJD	net
vergessen	VVPP	vergessen
!	$.	!
FRAU	NN	Frau
NEUSIGL	NE	NEUSIGL
.	$.	.
Ja	PTKANT	ja
,	$,	,
aber	ADV	aber
na	ITJ	na
,	$,	,
Herr	NN	Herr
Sedlmaier	NE	Sedlmaier
!	$.	!
Mir	PPER	ich
wissen	VVFIN	wissen
ja	ADV	ja
gar	ADV	gar
nicht	PTKNEG	nicht
,	$,	,
wie	KOUS	wie
mir	PPER	ich
uns	PRF	wir
zum	APPRART	zu
verhalten	ADJD	verhalten
haben	VAFIN	haben
.	$.	.
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Sie	PPER	Sie
haben	VAFIN	haben
sich	PRF	sich
nicht	PTKNEG	nicht
mehr	ADV	mehr
als	KOKOM	als
Reichstagskandidat	NN	Reichstagskandidat
aufstellen	VVINF	aufstellen
lassen	VVINF	lassen
,	$,	,
Herr	NN	Herr
Lampl	NE	Lampl
?	$.	?
LAMPL	NE	LAMPL
.	$.	.
Na	ITJ	na
;	$.	;
i	NE	i
mog	VVFIN	mog
nimma	NE	nimma
.	$.	.
I	FM	I
war	VAFIN	sein
amal	ADJD	amal
drin	PAV	drin
im	APPRART	in
Reichstag	NN	Reichstag
.	$.	.
Des	ART	die
hat	VAFIN	haben
mir	PPER	ich
g'langt	ADJD	g'langt
.	$.	.
ASSESSOR	NN	Assessor
.	$.	.
Na	ITJ	na
,	$,	,
so'n	NE	so'n
Winter	NN	Winter
in	APPR	in
Berlin	NE	Berlin
.	$.	.
Ich	PPER	ich
stelle	VVFIN	stellen
mir	PPER	ich
das	PDS	die
ganz	ADV	ganz
erträglich	ADJD	erträglich
vor	PTKVZ	vor
.	$.	.
LAMPL	NE	LAMPL
.	$.	.
A	FM	A
jeder	PIS	jede
nach	APPR	nach
sein	PPOSAT	sein
Gusto	NN	Gusto
.	$.	.
I	FM	I
war	VAFIN	sein
in	APPR	in
de	NE	de
drei	CARD	drei
Jahr	NN	Jahr
,	$,	,
wo	PWAV	wo
i	NE	i
Abgeordneter	NN	Abgeordnete
war	VAFIN	sein
,	$,	,
zwoamal	VVFIN	zwoamal
droben	ADV	droben
,	$,	,
z	ADJA	z
'	$(	'
Berlin	NE	Berlin
.	$.	.
Mi	FM	Mi
kriagen	VVFIN	kriagen
s	NN	s
'	$(	'
nimma	NE	nimma
.	$.	.
Pfüat	NE	Pfüat
di	NE	di
Good	NN	Good
!	$.	!
BEZIRKSAMTMANN	NE	BEZIRKSAMTMANN
.	$.	.
Jedenfalls	ADV	jedenfalls
ist	VAFIN	sein
die	ART	die
Ausübung	NN	Ausübung
des	ART	die
Mandates	NN	Mandat
mit	APPR	mit
großen	ADJA	groß
Opfern	NN	Opfer
verbunden	VVPP	verbinden
.	$.	.
LAMPL	NE	LAMPL
.	$.	.
Dahoam	NE	Dahoam
versaamt	NN	versaamt
ma	NE	ma
sei	VAFIN	sein
G'schäft	NN	G'schäft
,	$,	,
und	KON	und
droben	ADV	droben
ko	ADJA	ko
ma	NE	ma
do	NE	do
nix	PIS	nix
ausrichten	VVINF	ausrichten
.	$.	.
MERKL	NN	MERKL
.	$.	.
Und	KON	und
muaß	VVFIN	muaß
