Ouvertüre	NN	Ouvertüre
zu	PTKZU	zu
jagen	VVINF	jagen
–	ADJA	–
FRAU	NN	Frau
FLUTH	NN	FLUTH
UND	KON	und
FRAU	NN	Frau
REICH	ADJD	reich
.	$.	.
Und	KON	und
findet	VVFIN	finden
keine	PIAT	keine
Spur	NN	Spur
.	$.	.
FRAU	NN	Frau
FLUTH	NE	FLUTH
.	$.	.
Ach	ITJ	ach
,	$,	,
einst	ADV	einst
in	APPR	in
jenen	PDAT	jen
Tagen	NN	Tag
usw	NE	usw
.	$.	.
usw	NE	usw
.	$.	.
FLUTH	NE	FLUTH
.	$.	.
Die	ART	die
Eifersucht	NN	Eifersucht
beseelet	VVFIN	beseelet
Mein	PPOSAT	mein
Herz	NN	Herz
–	ADJD	–
o	ADJA	o
Pein	NN	Pein
und	KON	und
Not	NN	Not
!	$.	!
Ihr	PPOSAT	ihr
falschen	ADJA	falsch
Weiber	NN	Weib
quälet	VVFIN	quälet
Uns	PPER	wir
arme	ADJA	arm
Männer	NN	Mann
tot	ADJD	tot
!	$.	!
DIE	ART	die
ANDERN	PIS	andere
.	$.	.
Er	PPER	er
kam	VVFIN	kommen
,	$,	,
ein	ART	eine
Wild	NN	Wild
zu	PTKZU	zu
jagen	VVINF	jagen
,	$,	,
Und	KON	und
findet	VVFIN	finden
keine	PIAT	keine
Spur	NN	Spur
;	$.	;
Die	ART	die
Eifersücht'gen	NN	Eifersücht'gen
plagen	VVFIN	plagen
Sich	PRF	sich
und	KON	und
die	PRELS	die
andern	PIS	andere
nur	ADV	nur
.	$.	.
Oh	ITJ	oh
,	$,	,
wie	KOUS	wie
er	PPER	er
wütet	VVFIN	wüten
,	$,	,
Er	PPER	er
quält	VVFIN	quälen
die	ART	die
Frau	NN	Frau
noch	ADV	noch
tot	ADJD	tot
.	$.	.
Ach	ITJ	ach
,	$,	,
Euer	PPOSAT	euer
Zweifel	NN	Zweifel
quält	VVFIN	quälen
Die	ART	die
arme	ADJA	arm
Frau	NN	Frau
zu	APPR	zu
Tod	NN	Tod
.	$.	.
Der	ART	die
Eifersücht'ge	NN	Eifersücht'ge
,	$,	,
wie	KOUS	wie
er	PPER	er
sie	PPER	sie
quälet	VVFIN	quälet
Und	KON	und
wütet	VVFIN	wüten
ohne	APPR	ohne
Not	NN	Not
.	$.	.
FLUTH	NN	FLUTH
demütig	ADJD	demütig
.	$.	.
Verzeih	VVIMP	verzeihen
,	$,	,
mein	PPOSAT	mein
liebes	ADJA	lieb
Weibchen	NN	Weibchen
!	$.	!
Verzeih	VVIMP	verzeihen
,	$,	,
ein	ART	eine
Brief	NN	Brief
vertraute	VVFIN	vertrauen
mir	PPER	ich
,	$,	,
Es	PPER	es
sei	VAFIN	sein
der	ART	die
Ritter	NE	Ritter
John	NE	John
bei	APPR	bei
dir	PRF	du
...	$.	...
FRAU	NN	Frau
FLUTH	NE	FLUTH
sich	PRF	sich
zornig	ADJD	zornig
stellend	ADJD	stellend
.	$.	.
Wie	KOUS	wie
?	$.	?
Was	PWS	was
?	$.	?
Entsetzlich	ADJD	entsetzlich
!	$.	!
Abscheulicher	ADJD	abscheulich
!	$.	!
Ich	PPER	ich
hab	VAIMP	haben
'	$(	'
es	PPER	es
satt	ADJD	satt
,	$,	,
Nicht	PTKNEG	nicht
länger	ADJD	lang
will	VMFIN	wollen
ich	PPER	ich
leiden	VVINF	leiden
!	$.	!
Erfahren	ADJD	erfahren
soll	VMFIN	sollen
die	ART	die
ganze	ADJA	ganz
Stadt	NN	Stadt
,	$,	,
Was	PRELS	was
man	PIS	man
mit	APPR	mit
dir	PPER	du
für	APPR	für
Plage	NN	Plage
hat	VAFIN	haben
.	$.	.
Noch	ADV	noch
heut	VVFIN	heuen
laß	ADJD	laß
ich	PPER	ich
mich	PRF	ich
scheiden	VVINF	scheiden
.	$.	.
ALLE	PIAT	alle
.	$.	.
Oho	NE	Oho
!	$.	!
FRAU	NN	Frau
FLUTH	NE	FLUTH
.	$.	.
Noch	ADV	noch
heut	VVFIN	heuen
laß	ADJD	laß
ich	PPER	ich
mich	PRF	ich
scheiden	VVINF	scheiden
.	$.	.
ALLE	PIAT	alle
.	$.	.
Tyrann	NN	Tyrann
!	$.	!
Tyrann	NN	Tyrann
!	$.	!
FLUTH	NE	FLUTH
.	$.	.
Ach	ITJ	ach
,	$,	,
der	ART	die
verwünschte	ADJA	verwünscht
Brief	NN	Brief
nur	ADV	nur
hat	VAFIN	haben
Verursacht	ADJD	verursacht
all	PIAT	alle
dies	PDAT	dies
Leiden	NN	Leiden
.	$.	.
So	ADV	so
seid	VAFIN	sein
doch	ADV	doch
still	ADJD	still
–	ADJD	–
nun	ADV	nun
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
's	PPER	es
satt	ADJD	satt
,	$,	,
So	ADV	so
schweig	VVIMP	schweigen
doch	ADV	doch
still	ADJD	still
,	$,	,
ich	PPER	ich
hab	VAIMP	haben
'	$(	'
es	PPER	es
satt	ADJD	satt
,	$,	,
Du	PPER	du
schreist	VVFIN	schreien
ja	ADV	ja
auf	APPR	auf
die	ART	die
ganze	ADJA	ganz
Stadt	NN	Stadt
!	$.	!
Das	PDS	die
sind	VAFIN	sein
die	ART	die
Eh'standsfreuden	NN	Eh'standsfreuden
!	$.	!
FRAU	NN	Frau
FLUTH	NE	FLUTH
.	$.	.
Erfahren	ADJD	erfahren
soll	VMFIN	sollen
die	ART	die
ganze	ADJA	ganz
Stadt	NN	Stadt
,	$,	,
Was	PRELS	was
man	PIS	man
mit	APPR	mit
dir	PPER	du
für	APPR	für
Plage	NN	Plage
hat	VAFIN	haben
.	$.	.
Ich	PPER	ich
–	VVFIN	–
laß	ADJD	laß
–	ADJD	–
mich	PRF	ich
–	ADJD	–
scheiden	VVINF	scheiden
!	$.	!
ALLE	PIAT	alle
ANDERN	PIS	andere
.	$.	.
Tyrann	NN	Tyrann
!	$.	!
Tyrann	NN	Tyrann
!	$.	!
Das	ART	die
alles	PIS	alle
hat	VAFIN	haben
Sie	PPER	Sie
unverdient	ADJD	unverdient
zu	PTKZU	zu
leiden	VVINF	leiden
!	$.	!
Erfahren	ADJD	erfahren
soll	VMFIN	sollen
die	ART	die
ganze	ADJA	ganz
Stadt	NN	Stadt
,	$,	,
Was	PRELS	was
sie	PPER	sie
mit	APPR	mit
Euch	PPER	ihr
für	APPR	für
Plage	NN	Plage
hat	VAFIN	haben
,	$,	,
Mit	APPR	mit
Recht	NN	Recht
läßt	VVFIN	lassen
sie	PPER	sie
sich	PRF	sich
scheiden	VVINF	scheiden
.	$.	.
Zweiter	ADJA	zweit
Aufzug	NN	Aufzug
Spielt	VVFIN	spielen
am	APPRART	an
Morgen	NN	Morgen
des	ART	die
folgenden	ADJA	folgend
Tages	NN	Tag
.	$.	.
Gastzimmer	NN	Gastzimmer
im	APPRART	in
Gasthause	NN	Gasthause
zum	APPRART	zu
Hosenbande	NN	Hosenbande
Mit	APPR	mit
einer	ART	eine
Tür	NN	Türe
im	APPRART	in
Hauptgrunde	NN	Hauptgrunde
und	KON	und
zwei	CARD	zwei
Seitentüren	NN	Seitentür
,	$,	,
wovon	PWAV	wovon
die	ART	die
rechts	ADV	rechts
zu	APPR	zu
Falstaffs	NN	Falstaff
Zimmer	NE	Zimmer
führt	VVFIN	führen
.	$.	.
Im	APPRART	in
Hintergrunde	NN	Hintergrund
eine	ART	eine
Schenkbank	NN	Schenkbank
mit	APPR	mit
aufgehängten	ADJA	aufgehängt
bleiernen	ADJA	bleiern
Henkelkrügen	NN	Henkelkrügen
.	$.	.
Verschiedene	ADJA	verschieden
Tische	NN	Tisch
mit	APPR	mit
rohen	ADJA	roh
Stühlen	NN	Stuhl
und	KON	und
Bänken	NN	Bank
.	$.	.
Erster	ADJA	erst
Auftritt	NN	Auftritt
Falstaff	NN	Falstaff
.	$.	.
FALSTAFF	NN	Falstaff
tritt	VVFIN	treten
aus	APPR	aus
seinem	PPOSAT	sein
Zimmer	NN	Zimmer
.	$.	.
Kellner	NN	Kellner
!	$.	!
Hol	VVIMP	holen
die	ART	die
Pest	NN	Pest
alle	PIAT	alle
Liebesabenteuer	NN	Liebesabenteuer
und	KON	und
Weibertücken	NN	Weibertücken
.	$.	.
–	NN	–
Wenn	KOUS	wenn
mich	PPER	ich
je	ADV	je
wieder	ADV	wieder
so	ADV	so
eine	ART	eine
Sirene	NN	Sirene
verleitet	VVFIN	verleiten
,	$,	,
soll	VMFIN	sollen
man	PIS	man
mich	PRF	ich
wie	KOKOM	wie
einen	ART	eine
Hasen	NN	Hase
an	APPR	an
den	ART	die
Hinterbeinen	NN	Hinterbein
beim	APPRART	bei
Wildhändler	NN	Wildhändler
aufhängen	VVINF	aufhängen
.	$.	.
Kellner	NN	Kellner
!	$.	!
–	NN	–
Wenn	KOUS	wenn
Ehrlichkeit	NN	Ehrlichkeit
nicht	PTKNEG	nicht
vom	APPRART	von
Angesicht	NN	Angesicht
der	ART	die
Erde	NN	Erde
verschwunden	VVPP	verschwinden
ist	VAFIN	sein
,	$,	,
so	ADV	so
bin	VAFIN	sein
ich	PPER	ich
ein	ART	eine
ausgenommener	ADJA	ausgenommener
Hering	NN	Hering
!	$.	!
–	ADJA	–
Hol	VVIMP	holen
die	ART	die
Pest	NN	Pest
alle	PIAT	alle
Weiber	NN	Weib
!	$.	!
–	ADJA	–
Kellner	NN	Kellner
!	$.	!
Zweiter	ADJA	zweit
Auftritt	NN	Auftritt
Falstaff	NN	Falstaff
.	$.	.
Kellner	NN	Kellner
.	$.	.
KELLNER	VVIMP	kellnern
eintretend	ADJD	eintretend
.	$.	.
Habt	VAFIN	haben
Ihr	PPER	sie
gerufen	VVPP	rufen
,	$,	,
Sir	NN	Sir
John	NE	John
?	$.	?
FALSTAFF	NN	Falstaff
.	$.	.
Kannst	VMFIN	können
du	PPER	du
bei	APPR	bei
dem	ART	die
Gebrülle	NN	Gebrüll
noch	ADV	noch
fragen	VVINF	fragen
,	$,	,
harthöriger	ADJA	harthöriger
Schlingel	NN	Schlingel
?	$.	?
Ich	PPER	ich
will	VMFIN	wollen
dir	PRF	du
die	ART	die
Ohren	NN	Ohr
abschneiden	VVINF	abschneiden
und	KON	und
sie	PPER	sie
als	KOKOM	als
Delikatesse	NN	Delikatesse
nach	APPR	nach
Konstantinopel	NE	Konstantinopel
schicken	VVINF	schicken
.	$.	.
Hol	VVIMP	holen
Sekt	NN	Sekt
,	$,	,
du	PPER	du
Schuft	NN	Schuft
!	$.	!
KELLNER	VVIMP	kellnern
.	$.	.
Ja	PTKANT	ja
,	$,	,
Sir	NN	Sir
John	NE	John
,	$,	,
aber	KON	aber
erst	ADV	erst
,	$,	,
wenn	KOUS	wenn
Ihr	PPER	sie
die	ART	die
alten	ADJA	alt
Schulden	NN	Schuld
bezahlt	VVPP	bezahlen
habt	VAFIN	haben
.	$.	.
FALSTAFF	NN	Falstaff
.	$.	.
Schulden	NN	Schuld
bezahlen	VVINF	bezahlen
,	$,	,
das	PDS	die
tue	VVFIN	tun
ich	PPER	ich
nie	ADV	nie
,	$,	,
das	PDS	die
ist	VAFIN	sein
doppelte	ADJA	doppelt
Arbeit	NN	Arbeit
.	$.	.
Wer	PWS	wer
Schulden	NN	Schuld
bezahlt	VVPP	bezahlen
,	$,	,
dem	PRELS	die
sollte	VMFIN	sollen
man	PIS	man
mit	APPR	mit
einer	ART	eine
Wagendeichsel	NN	Wagendeichsel
einen	ART	eine
Nasenstüber	NN	Nasenstüber
geben	VVINF	geben
.	$.	.
Jetzt	ADV	jetzt
,	$,	,
Sklave	NN	Sklave
,	$,	,
gehorche	VVFIN	gehorchen
oder	KON	oder
ich	PPER	ich
lasse	VVFIN	lassen
die	ART	die
Klinge	NN	Klinge
auf	APPR	auf
deinem	PPOSAT	dein
Rücken	NN	Rücken
tanzen	VVINF	tanzen
,	$,	,
daß	KOUS	dass
du	PPER	du
glauben	VVINF	glauben
sollst	VMFIN	sollen
,	$,	,
es	PPER	es
sei	VAFIN	sein
des	ART	die
Teufels	NN	Teufel
Fiedelbogen	NN	Fiedelbogen
und	KON	und
du	PPER	du
die	ART	die
Geige	NN	Geige
dazu	PAV	dazu
.	$.	.
–	ADJA	–
Kerl	NN	Kerl
,	$,	,
schaffe	VVFIN	schaffen
Sekt	NN	Sekt
oder	KON	oder
ich	PPER	ich
verdurste	NN	verdurste
,	$,	,
ich	PPER	ich
verschmachte	VVFIN	verschmachte
,	$,	,
ich	PPER	ich
schrumpfe	VVFIN	schrumpfen
zusammen	ADV	zusammen
wie	KOKOM	wie
ein	ART	eine
gebratener	ADJA	gebraten
Apfel	NN	Apfel
und	KON	und
werde	VAFIN	werden
melancholisch	ADJD	melancholisch
wie	KOKOM	wie
ein	ART	eine
Affenpintscher	ADJA	Affenpintscher
,	$,	,
hol	VVIMP	holen
Sekt	NN	Sekt
,	$,	,
süßer	ADJA	süß
Knabe	NN	Knabe
!	$.	!
KELLNER	VVIMP	kellnern
.	$.	.
Nein	PTKANT	nein
!	$.	!
FALSTAFF	NN	Falstaff
.	$.	.
Du	PPER	du
Schuft	NN	Schuft
,	$,	,
hole	VVFIN	holen
Sekt	NN	Sekt
oder	KON	oder
ich	PPER	ich
prügle	VVFIN	prügeln
dich	PPER	du
in	APPR	in
einen	ART	eine
Flaschenhals	NN	Flaschenhals
hinein	PTKVZ	hinein
.	$.	.
KELLNER	VVIMP	kellnern
.	$.	.
Hört	VVFIN	hören
auf	PTKVZ	auf
,	$,	,
Sir	NN	Sir
John	NE	John
,	$,	,
ich	PPER	ich
will	VMFIN	wollen
noch	ADV	noch
welchen	PIS	welche
holen	VVINF	holen
.	$.	.
Er	PPER	er
geht	VVFIN	gehen
ab	PTKVZ	ab
.	$.	.
FALSTAFF	NN	Falstaff
allein	PTKVZ	allein
.	$.	.
Oh	ITJ	oh
,	$,	,
was	PWS	was
habe	VAFIN	haben
ich	PPER	ich
erleben	VVINF	erleben
müssen	VMINF	müssen
,	$,	,
mich	PRF	ich
,	$,	,
den	ART	die
ehrenwerten	ADJA	ehrenwerten
Sir	NN	Sir
John	NE	John
Falstaff	NN	Falstaff
,	$,	,
auf	APPR	auf
die	ART	die
Bleiche	NN	Bleiche
tragen	VVINF	tragen
und	KON	und
in	APPR	in
den	ART	die
Schlamm	NN	Schlamm
ausschütten	VVFIN	ausschütten
wie	KOKOM	wie
einen	ART	eine
elenden	ADJA	elend
Lappen	NN	Lappe|Lappen
!	$.	!
Wasser	NN	Wasser
,	$,	,
abscheuliches	ADJA	abscheulich
Wasser	NN	Wasser
strömte	VVFIN	strömen
mir	PPER	ich
in	APPR	in
meine	PPOSAT	mein
Gurgel	NN	Gurgel
.	$.	.
Oh	ITJ	oh
,	$,	,
es	PPER	es
war	VAFIN	sein
entsetzlich	ADJD	entsetzlich
!	$.	!
Ich	PPER	ich
wäre	VAFIN	sein
ertrunken	VVPP	ertrinken
,	$,	,
wäre	VAFIN	sein
das	ART	die
Ufer	NN	Ufer
nicht	PTKNEG	nicht
so	ADV	so
seicht	ADJD	seicht
und	KON	und
sandig	ADJD	sandig
gewesen	VAPP	sein
.	$.	.
Wasser	NN	Wasser
trinken	VVINF	trinken
!	$.	!
Brrr	NE	Brrr
!	$.	!
Das	PDS	die
schwellt	VVFIN	schwellt
den	ART	die
Menschen	NN	Mensch
auf	PTKVZ	auf
,	$,	,
und	KON	und
was	PWS	was
für	APPR	für
eine	ART	eine
Figur	NN	Figur
wäre	VAFIN	sein
aus	APPR	aus
mir	PPER	ich
geworden	VAPP	werden
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
noch	ADV	noch
in	APPR	in
Schwellung	NN	Schwellung
geraten	VVPP	geraten|raten
wäre	VAFIN	sein
!	$.	!
Kellner	VVIMP	kellnern
bringt	VVFIN	bringen
Sekt	NN	Sekt
und	KON	und
geht	VVFIN	gehen
wieder	ADV	wieder
.	$.	.
FALSTAFF	NN	Falstaff
setzt	VVFIN	setzen
sich	PRF	sich
und	KON	und
greift	VVFIN	greifen
nach	APPR	nach
der	ART	die
Kanne	NN	Kanne
.	$.	.
Komm	VVIMP	kommen
her	ADV	her
,	$,	,
alte	ADJA	alt
Freundin	NN	Freundin
,	$,	,
und	KON	und
mache	VVFIN	machen
mich	PRF	ich
die	ART	die
fürchterliche	ADJA	fürchterlich
Strapaze	NN	Strapaze
vergessen	VVPP	vergessen
!	$.	!
Er	PPER	er
schenkt	VVFIN	schenken
ein	PTKVZ	ein
und	KON	und
trinkt	VVFIN	trinken
.	$.	.
Was	PWS	was
aber	ADV	aber
werd'ich	VVFIN	werd'ich
nun	ADV	nun
unternehmen	VVINF	unternehmen
?	$.	?
Ich	PPER	ich
muß	VMFIN	müssen
Künste	NN	Kunst
ersinnen	VVINF	ersinnen
,	$,	,
ich	PPER	ich
muß	VMFIN	müssen
mein	PPOSAT	mein
Glück	NN	Glück
verbessern	VVINF	verbessern
!	$.	!
–	NN	–
Mit	APPR	mit
jenen	PDAT	jen
schmucken	ADJA	schmucken
Weibchen	NN	Weibchen
wäre	VAFIN	sein
das	PDS	die
herrlich	ADJD	herrlich
gegangen	VVPP	gehen
,	$,	,
denn	KON	denn
beide	PIS	beide
haben	VAFIN	haben
steinreiche	ADJA	steinreich
Männer	NN	Mann
und	KON	und
führen	VVFIN	fahren|führen
die	ART	die
Schlüssel	NN	Schlüssel
zu	APPR	zu
den	ART	die
Geldkästen	NN	Geldkästen
.	$.	.
Die	PDS	die
sollten	VMFIN	sollen
meine	PPOSAT	mein
Schätze	NN	Schatz
werden	VAINF	werden
,	$,	,
und	KON	und
ich	PPER	ich
wollte	VMFIN	wollen
sie	PPER	sie
brandschatzen	VVINF	brandschatzen
!	$.	!
–	NN	–
Aber	KON	aber
nun	ADV	nun
?	$.	?
Er	PPER	er
sinnt	VVFIN	sinnen
nach	PTKVZ	nach
.	$.	.
–	NN	–
Der	ART	die
Kellner	NN	Kellner
tritt	VVFIN	treten
ein	ART	eine
mit	APPR	mit
einem	ART	eine
Brief	NN	Brief
.	$.	.
KELLNER	VVIMP	kellnern
.	$.	.
Hier	ADV	hier
,	$,	,
Sir	NN	Sir
John	NE	John
,	$,	,
bringe	VVFIN	bringen
ich	PPER	ich
Euch	PRF	ihr
ein	ART	eine
Briefchen	NN	Briefchen
,	$,	,
das	PRELS	die
eine	ART	eine
Frauensperson	NN	Frauensperson
soeben	ADV	soeben
abgegeben	VVPP	abgeben
hat	VAFIN	haben
.	$.	.
FALSTAFF	NN	Falstaff
.	$.	.
Gib	VVIMP	geben
her	ADV	her
!	$.	!
Der	ART	die
Kellner	NN	Kellner
bleibt	VVFIN	bleiben
neugierig	ADJD	neugierig
stehen	VVINF	stehen
;	$.	;
Falstaff	NN	Falstaff
fährt	VVFIN	fahren
ihn	PPER	er
an	PTKVZ	an
,	$,	,
worauf	PWAV	worauf
er	PPER	er
erschrocken	VVPP	erschrecken
hinter	APPR	hinter
die	ART	die
Schenkbank	NN	Schenkbank
läuft	VVFIN	laufen
,	$,	,
wo	PWAV	wo
er	PPER	er
sich	PRF	sich
zu	PTKZU	zu
schaffen	VVINF	schaffen
macht	VVFIN	machen
.	$.	.
Falstaff	NN	Falstaff
öffnet	VVFIN	öffnen
den	ART	die
Brief	NN	Brief
.	$.	.
Wie	KOUS	wie
?	$.	?
Von	APPR	von
Frau	NN	Frau
Fluth	NE	Fluth
?	$.	?
Ärgerlich	ADJD	ärgerlich
.	$.	.
Ach	ITJ	ach
was	PIS	was
!	$.	!
Ich	PPER	ich
habe	VAFIN	haben
ihretwegen	ADV	ihretwegen
den	ART	die
ganzen	ADJA	ganz
Bauch	NN	Bauch
voll	ADJD	voll
Flut	NN	Flut
bekommen	VVINF	bekommen
!	$.	!
Aber	ADV	aber
laß	ADJD	laß
doch	ADV	doch
sehen	VVINF	sehen
!	$.	!
Er	PPER	er
liest	VVFIN	lesen
mit	APPR	mit
Mühe	NN	Mühe
.	$.	.
»	NN	»
Ich	PPER	ich
bin	VAFIN	sein
untröstlich	ADJD	untröstlich
über	APPR	über
Euren	PPOSAT	euer
gestrigen	ADJA	gestrig
Unfall	NN	Unfall
!	$.	!
Doch	ADV	doch
seid	VAFIN	sein
verschwiegen	VVPP	verschweigen
und	KON	und
kommt	VVFIN	kommen
heute	ADV	heute
wieder	ADV	wieder
.	$.	.
Um	APPR	um
neun	CARD	neun
Uhr	NN	Uhr
geht	VVFIN	gehen
mein	PPOSAT	mein
Mann	NN	Mann
zur	APPRART	zu
Vogelbeize	NN	Vogelbeize
fort	PTKVZ	fort
und	KON	und
dann	ADV	dann
...	$.	...
«	NN	«
In	APPR	in
Ekstase	NN	Ekstase
.	$.	.
Ha	ITJ	ha
,	$,	,
siehst	VVFIN	sehen
du	PPER	du
nun	ADV	nun
,	$,	,
alter	ADJA	alt
Hans	NE	Hans
?	$.	?
!	$.	!
Nur	ADV	nur
immer	ADV	immer
vorwärts	ADV	vorwärts
!	$.	!
Schielen	VVFIN	schielen
sie	PPER	sie
noch	ADV	noch
nach	APPR	nach
dir	PRF	du
?	$.	?
Das	PDS	die
verdankst	VVFIN	verdanken
du	PPER	du
deiner	PPOSAT	dein
wackern	NN	wackern
Figur	NN	Figur
,	$,	,
die	PRELS	die
du	PPER	du
mehr	ADV	mehr
in	APPR	in
Ehren	NN	Ehre|Ehren
halten	VVINF	halten
solltest	VMFIN	sollen
,	$,	,
als	KOUS	als
du	PPER	du
bisher	ADV	bisher
getan	VVPP	tun
hast	VAFIN	haben
!	$.	!
Vorwärts	ADV	vorwärts
drauf	PAV	drauf
!	$.	!
Die	ART	die
Weiber	NN	Weib
sollen	VMFIN	sollen
meine	PPOSAT	mein
Taschen	NN	Tasche
wieder	ADV	wieder
füllen	VVINF	füllen
.	$.	.
STIMMEN	VVFIN	stimmen
VON	APPR	von
AUSSEN	ADJD	außenßen
.	$.	.
Heda	NE	Heda
!	$.	!
Sekt	NN	Sekt
her	PTKVZ	her
!	$.	!
Kellner	NN	Kellner
!	$.	!
Dritter	ADJA	dritt
Auftritt	NN	Auftritt
Falstaff	NN	Falstaff
.	$.	.
Bürger	NN	Bürger
,	$,	,
zur	APPRART	zu
Vogelbeize	NN	Vogelbeize
gerüstet	VVPP	rüsten
.	$.	.
Kellner	NN	Kellner
.	$.	.
KELLNER	VVIMP	kellnern
.	$.	.
Ha	NE	Ha
,	$,	,
da	ADV	da
kommen	VVFIN	kommen
schon	ADV	schon
die	ART	die
Herren	NN	Herr
Bürger	NN	Bürger
zum	APPRART	zu
Morgentrunk	NN	Morgentrunk
.	$.	.
Guten	ADJA	gut
Morgen	NN	Morgen
,	$,	,
verehrte	ADJA	verehrt
Herren	NN	Herr
!	$.	!
ERSTER	ADJA	erst
BÜRGER	VVIMP	bürgern
.	$.	.
Mach	VVIMP	machen
fort	PTKVZ	fort
und	KON	und
bring	VVIMP	bringen
uns	PPER	wir
eine	ART	eine
Kanne	NN	Kanne
guten	ADJA	gut
Sekt	NN	Sekt
!	$.	!
KELLNER	VVIMP	kellnern
.	$.	.
Sogleich	ADV	sogleich
,	$,	,
ihr	PPOSAT	ihr
Herren	NN	Herr
!	$.	!
FALSTAFF	NN	Falstaff
.	$.	.
He	NE	He
,	$,	,
Robert	NE	Robert
,	$,	,
eine	ART	eine
frische	ADJA	frisch
Kanne	NN	Kanne
!	$.	!
Sie	PPER	Sie
wird	VAFIN	werden
ihm	PPER	er
gebracht	VVPP	bringen
.	$.	.
ERSTER	ADJA	erst
BÜRGER	VVIMP	bürgern
zum	APPRART	zu
zweiten	ADJA	zweit
.	$.	.
Ach	ITJ	ach
,	$,	,
da	ADV	da
sitzt	VVFIN	sitzen
ja	ADV	ja
der	ART	die
dicke	ADJA	dick
Sir	NN	Sir
John	NE	John
,	$,	,
wegen	APPR	wegen
dem	ART	die
Fluth	NN	Fluth
gestern	ADV	gestern
unnützerweise	ADJD	unnützerweise
den	ART	die
tollen	ADJA	toll
Spektakel	NN	Spektakel
machte	VVFIN	machen
.	$.	.
Wir	PPER	wir
wollen	VMFIN	wollen
ihn	PPER	er
anreden	VVINF	anreden
.	$.	.
Er	PPER	er
tritt	VVFIN	treten
zu	APPR	zu
Falstaff	NN	Falstaff
.	$.	.
Ei	NN	Ei
,	$,	,
Herr	NN	Herr
Ritter	NE	Ritter
,	$,	,
es	PPER	es
freut	VVFIN	freuen
mich	PRF	ich
,	$,	,
Euch	PRF	ihr
wohlauf	ADV	wohlauf
zu	PTKZU	zu
sehen	VVINF	sehen
.	$.	.
FALSTAFF	NN	Falstaff
.	$.	.
Gleichfalls	ADV	gleichfalls
,	$,	,
gleichfalls	ADV	gleichfalls
!	$.	!
Tausend	CARD	tausend
,	$,	,
ihr	PPER	ihr
seid	VAFIN	sein
ja	ADV	ja
ordentlich	ADJD	ordentlich
ausgerüstet	VVPP	ausrüsten
!	$.	!
Wo	PWAV	wo
wollt	VMFIN	wollen
ihr	PPER	ihr
denn	ADV	denn
heut	VVFIN	heuen
schon	ADV	schon
so	ADV	so
früh	ADJD	früh
hin	PTKVZ	hin
?	$.	?
ZWEITER	ADJA	zweit
BÜRGER	VVIMP	bürgern
hinzutretend	ADJD	hinzutretend
.	$.	.
Wir	PPER	wir
ziehen	VVFIN	zeihen|ziehen
heute	ADV	heute
früh	ADJD	früh
alle	PIS	alle
auf	APPR	auf
die	ART	die
Vogelbeiz	NN	Vogelbeiz
.	$.	.
MEHRERE	PIAT	mehrere
BÜRGER	VVIMP	bürgern
.	$.	.
Wir	PPER	wir
auch	ADV	auch
!	$.	!
FALSTAFF	NN	Falstaff
.	$.	.
Ach	ITJ	ach
so	ADV	so
!	$.	!
Und	KON	und
wollt	VMFIN	wollen
ihr	PPER	ihr
euch	PPER	ihr
wohl	ADV	wohl
zuvor	ADV	zuvor
mit	APPR	mit
einem	ART	eine
guten	ADJA	gut
Glas	NN	Glas
Sekt	NN	Sekt
die	ART	die
Augen	NN	Auge
klar	ADJD	klar
waschen	VVINF	waschen
?	$.	?
Na	ITJ	na
,	$,	,
da	ADV	da
tut	VVFIN	tun
ihr	PPER	ihr
recht	ADJD	recht
,	$,	,
Jungens	NN	Jungens
,	$,	,
denn	KON	denn
Trinken	VVFIN	trinken
,	$,	,
das	PDS	die
hält	VVFIN	halten
den	ART	die
ganzen	ADJA	ganz
Menschen	NN	Mensch
zusammen	PTKVZ	zusammen
.	$.	.
–	ADJA	–
Na	ITJ	na
,	$,	,
auf	APPR	auf
gute	ADJA	gut
Jagd	NN	Jagd
!	$.	!
Er	PPER	er
nimmt	VVFIN	nehmen
seinen	PPOSAT	sein
Humpen	NN	Humpen
.	$.	.
DIE	ART	die
BEIDEN	PIAT	beide
BÜRGER	VVIMP	bürgern
ihre	PPOSAT	ihr
Becher	NN	Becher
ergreifend	ADJD	ergreifend
.	$.	.
Euer	PPOSAT	euer
Wohlsein	NN	Wohlsein
,	$,	,
Sir	NN	Sir
John	NE	John
!	$.	!
FALSTAFF	NN	Falstaff
.	$.	.
Aber	ADV	aber
brav	ADJD	brav
ausgeleert	VVPP	ausleeren
,	$,	,
ihr	PPOSAT	ihr
Maikäfer	NN	Maikäfer
!	$.	!
Verächtlich	ADJD	verächtlich
.	$.	.
Ihr	PPER	sie
habt	VAFIN	haben
ja	ADV	ja
so	ADV	so
nur	ADV	nur
Nußschalen	NN	Nussschale
zu	APPR	zu
Bechern	NN	Becher
!	$.	!
ERSTER	ADJA	erst
BÜRGER	VVIMP	bürgern
.	$.	.
Hoho	NE	Hoho
,	$,	,
Sir	NN	Sir
John	NE	John
!	$.	!
Was	PWS	was
Ihr	PPER	sie
vertragt	VVFIN	vertragen
,	$,	,
das	PRELS	die
kann	VMFIN	können
ich	PPER	ich
auch	ADV	auch
noch	ADV	noch
