Spiegelkommode	NN	Spiegelkommode
,	$,	,
auf	APPR	auf
der	PRELS	die
ein	ART	eine
Licht	NN	Licht
brennt	VVFIN	brennen
.	$.	.
Knüpft	VVFIN	knüpfen
sich	PRF	sich
grade	PTKVZ	grade
seine	PPOSAT	sein
Krawatte	NN	Krawatte
um	PTKVZ	um
.	$.	.
Hemdärmel	NN	Hemdärmel
.	$.	.
Ach	ITJ	ach
was	PIS	was
,	$,	,
Mutter	NN	Mutter
!	$.	!
Jieb	VVFIN	Jieb
ihm	PPER	er
lieber	ADJD	lieb
'	$(	'
n	ADJA	n
Katzenkopp	NE	Katzenkopp
un	NE	un
denn	KON	denn
is	NE	is
jut	NE	jut
!	$.	!
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
die	PDS	die
jetzt	ADV	jetzt
Walter	NE	Walter
die	ART	die
Stulle	NN	Stulle
schneidet	VVFIN	schneiden
.	$.	.
Na	ITJ	na
,	$,	,
du	PPER	du
,	$,	,
Großer	NN	Große
,	$,	,
sei	VAFIN	sein
doch	ADV	doch
man	PIS	man
schon	ADV	schon
ganz	ADV	ganz
still	ADJD	still
!	$.	!
Du	PPER	du
verdienst	VVFIN	verdienen
ja	ADV	ja
noch	ADV	noch
alle	PIAT	alle
Tage	NN	Tag
welche	PIS	welche
!	$.	!
Ich	PPER	ich
denk	VVIMP	denken
,	$,	,
ihr	PPER	ihr
seid	VAFIN	sein
überhaupt	ADV	überhaupt
schon	ADV	schon
lange	ADV	lange
weg	PTKVZ	weg
?	$.	?
ALBERT	NE	Albert
ärgerlich	ADJD	ärgerlich
.	$.	.
Ja	ADV	ja
doch	ADV	doch
!	$.	!
Gleich	ADJD	gleich
!	$.	!
Aber	KON	aber
ich	PPER	ich
wer	PWS	wer
'	$(	'
mir	PPER	ich
doch	ADV	doch
wohl	ADV	wohl
noch	ADV	noch
erst	ADV	erst
den	ART	die
Rock	NN	Rock
abbürschten	VVINF	abbürschten
können	VMINF	können
?	$.	?
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
.	$.	.
Na	ITJ	na
ja	ADV	ja
,	$,	,
gewiß	ADJD	gewiss
doch	ADV	doch
!	$.	!
Steh	VVIMP	stehen
du	PPER	du
man	PIS	man
immer	ADV	immer
recht	ADJD	recht
vorm	APPRART	vorm
Spiegel	NN	Spiegel
und	KON	und
vertrödle	VVFIN	vertrödle
recht	ADJD	recht
viel	PIAT	viele
Zeit	NN	Zeit
!	$.	!
Da	ADV	da
werd't	VVFIN	werd't
ihr	PPER	ihr
ja	ADV	ja
euern	ADJA	euern
lieben	ADJA	lieb
Vater	NN	Vater
sicher	ADJD	sicher
noch	ADV	noch
finden	VVINF	finden
!	$.	!
Der	PDS	die
wird	VAFIN	werden
heute	ADV	heute
grade	PTKVZ	grade
noch	KON	noch
auf	APPR	auf
'	$(	'
m	NN	m
Kontor	NN	Kontor
sitzen	VVINF	sitzen
!	$.	!
ALBERT	NE	Albert
.	$.	.
Ach	ITJ	ach
Jott	NE	Jott
!	$.	!
Nu	ITJ	nu
tu	VVFIN	tun
doch	ADV	doch
man	PIS	man
nicht	PTKNEG	nicht
wieder	ADV	wieder
so	ADV	so
!	$.	!
Vor	APPR	vor
sechs	CARD	sechs
kann	VMFIN	können
er	PPER	er
ja	ADV	ja
doch	ADV	doch
heute	ADV	heute
sowieso	ADV	sowieso
nich	ADJD	nich
aus	PTKVZ	aus
'	$(	'
m	NN	m
Geschäft	NN	Geschäft
!	$.	!
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
.	$.	.
So	ADV	so
!	$.	!
Na	ITJ	na
!	$.	!
Und	KON	und
wie	KOKOM	wie
spät	ADJD	spät
denkste	VVFIN	denkste
denn	ADV	denn
,	$,	,
daß	KOUS	dass
es	PPER	es
jetz	ADJD	jetz
'	$(	'
is	FM	is
?	$.	?
Hat	VAFIN	haben
während	APPR	während
des	ART	die
Streichens	NN	Streichen
der	ART	die
Stulle	NN	Stulle
einen	ART	eine
Augenblick	NN	Augenblick
innegehalten	VVPP	innehalten
,	$,	,
den	ART	die
Schirm	NN	Schirm
von	APPR	von
der	ART	die
Lampe	NN	Lampe
gerückt	VVPP	rücken
und	KON	und
nach	APPR	nach
dem	ART	die
Regulator	NN	Regulator
gesehen	VVPP	sehen
.	$.	.
Jetz	NN	Jetz
'	$(	'
is	NE	is
gleich	ADJD	gleich
drei	CARD	drei
Viertel	NN	Viertel
!	$.	!
ALBERT	NE	Albert
.	$.	.
Ach	ITJ	ach
,	$,	,
