[	$(	[
,	$,	,
und	KON	und
wer	PWS	wer
weiß	VVFIN	wissen
,	$,	,
wies	VVFIN	weisen
mit	APPR	mit
dem	ART	die
König	NE	König
Caromasko	NE	Caromasko
gegangen	VVPP	gehen
ist	VAFIN	sein
.	$.	.
Ausserdem	PAV	außerdem
wird	VAFIN	werden
bey	NE	Bey
politischen	ADJA	politisch
Interessen	NN	Interesse
nach	APPR	nach
dergleichen	PIS	dergleichen
Kleinigkeiten	NN	Kleinigkeit
nicht	PTKNEG	nicht
gefragt	VVPP	fragen
.	$.	.
Ich	PPER	ich
ignorir	VVFIN	ignorir
's	PPER	es
.	$.	.
Laß	VVIMP	lassen
weiter	ADV	weiter
sehen	VVFIN	sehen
–	ADJD	–
Also	ADV	also
einen	ART	eine
kühnen	ADJA	kühn
Gedanken	NN	Gedanke
auszudenken	VVIZU	ausdenken
und	KON	und
auszuführen	VVIZU	ausführen
,	$,	,
muß	VMFIN	müssen
mans	ADJD	mans
machen	VVINF	machen
,	$,	,
wie	KOUS	wie
ich	PPER	ich
.	$.	.
Man	PIS	man
muß	VMFIN	müssen
hinein	ADV	hinein
springen	VVINF	springen
.	$.	.
Da	KOUS	da
hab	VAIMP	haben
ich	PPER	ich
ihn	PPER	er
!	$.	!
Sez	VVIMP	Sez
dich	PPER	du
fest	ADJD	fest
in	APPR	in
meinen	PPOSAT	mein
Gebeinen	NN	Gebein
,	$,	,
du	PPER	du
allerhöchster	ADJA	allerhoch
,	$,	,
schönster	ADJA	schön
Gedanke	NN	Gedanke
,	$,	,
den	PRELS	die
mir	PPER	ich
der	ART	die
Trieb	NN	Trieb
der	ART	die
Ehre	NN	Ehre
eingegeben	VVPP	eingeben
hat	VAFIN	haben
!	$.	!
Ich	PPER	ich
will	VMFIN	wollen
dich	PPER	du
pflegen	VVINF	pflegen
und	KON	und
warten	VVFIN	warten
,	$,	,
bis	KOUS	bis
du	PPER	du
zur	APPRART	zu
Reife	NN	Reife
kommst	VVFIN	kommen
!	$.	!
Vierte	ADJA	viert
Scene	NN	Scene
.	$.	.
GLEBA	NN	GLEBA
ein	ART	eine
lausigter	ADJA	lausigter
Bettler	NN	Bettler
mit	APPR	mit
einer	ART	eine
Stroh-Fiddel	NN	Stroh-Fiddel
tritt	VVFIN	treten
auf	PTKVZ	auf
.	$.	.
Harlequin	ADJD	Harlequin
hört	VVFIN	hören
ihm	PPER	er
zu	PTKVZ	zu
.	$.	.
Da	KOUS	da
steh	VVIMP	stehen
ich	PPER	ich
wieder	ADV	wieder
auf	APPR	auf
der	ART	die
Strasse	NN	Straße
von	APPR	von
Trilinik	NN	Trilinik
lausigt	ADJD	lausigt
und	KON	und
zerlumpt	ADJD	zerlumpt
,	$,	,
daß	KOUS	dass
mich	PRF	ich
die	ART	die
Hunde	NN	Hund
nicht	PTKNEG	nicht
mehr	ADV	mehr
werth	NE	werth
halten	VVINF	halten
,	$,	,
anzufallen	VVIZU	anfallen
,	$,	,
weil	KOUS	weil
sie	PPER	sie
sich	PRF	sich
an	APPR	an
nichts	PIS	nichts
mehr	PIS	mehr
halten	VVINF	halten
können	VMINF	können
.	$.	.
Nichts	PIS	nichts
als	KOKOM	als
Knochen	NN	Knochen
,	$,	,
dürr	ADJD	dürr
und	KON	und
ausgetroknet	ADJD	ausgetroknet
wie	KOKOM	wie
Heu	NN	Heu
.	$.	.
–	ADJA	–
Hu	NN	Hu
!	$.	!
wie	KOUS	wie
kalt	ADJD	kalt
blaßt	ADJD	blaßt
die	ART	die
Luft	NN	Luft
auf	APPR	auf
meinen	PPOSAT	mein
nakenden	ADJA	nakenden
Bauch	NN	Bauch
!	$.	!
Der	ART	die
Hunger	NN	Hunger
wirthschaftet	ADJD	wirthschaftet
nicht	PTKNEG	nicht
übel	ADJD	übel
in	APPR	in
meinen	PPOSAT	mein
Eingeweiden	NN	Eingeweide
.	$.	.
War	VAFIN	sein
ich	PPER	ich
nicht	PTKNEG	nicht
über	APPR	über
die	ART	die
Mauren	NE	Mauren
gesprungen	VVPP	springen
,	$,	,
sie	PPER	sie
hätten	VAFIN	haben
mich	PRF	ich
nicht	PTKNEG	nicht
hereingelassen	VVPP	hereinlassen
.	$.	.
–	ADJA	–
Zufall	NN	Zufall
!	$.	!
Zufall	NN	Zufall
!	$.	!
in	APPR	in
dem	ART	die
ich	PPER	ich
gebohren	NN	gebohren
ward	VVFIN	werd
,	$,	,
aufwuchs	VVFIN	aufwachsen
,	$,	,
durch	APPR	durch
den	PRELS	die
ich	PPER	ich
crepiren	NN	crepiren
muß	VMFIN	müssen
!	$.	!
Der	ART	die
wollüstige	ADJA	wollüstige
Esel	NN	Esel
mein	PPOSAT	mein
Vater	NN	Vater
,	$,	,
und	KON	und
die	ART	die
Meze	NN	Meze
meine	PPOSAT	mein
Mutter	NN	Mutter
,	$,	,
die	PRELS	die
aus	APPR	aus
geiler	ADJA	geil
Begierde	NN	Begierde
sich	PRF	sich
hinter	APPR	hinter
einen	ART	eine
Busch	NN	Busch
warfen	VVFIN	werfen
,	$,	,
und	KON	und
da	ADV	da
in	APPR	in
Ueppigkeit	NN	Ueppigkeit
,	$,	,
weil	KOUS	weil
die	ART	die
Säften	NN	Saft
in	APPR	in
ihrem	PPOSAT	ihr
Blut	NN	Blut
kochten	VVFIN	kochen
,	$,	,
mich	PPER	ich
machten	VVFIN	machen
,	$,	,
ohne	KOUI	ohne
zu	PTKZU	zu
bedenken	VVINF	bedenken
,	$,	,
daß	KOUS	dass
sie	PPER	sie
mir	PRF	ich
weiter	ADV	weiter
nichts	PIS	nichts
geben	VVINF	geben
können	VMINF	können
,	$,	,
als	KOKOM	als
gefräßige	ADJA	gefräßig
Eingeweide	NN	Eingeweide
.	$.	.
Verdammt	ADJD	verdammt
sey	NE	sey
eure	PPOSAT	euer
Lust	NN	Lust
!	$.	!
Mich	PPER	ich
hungert	VVFIN	hungern
,	$,	,
daß	KOUS	dass
ich	PPER	ich
die	ART	die
Sterne	NN	Stern
anbelle	VVFIN	anbelle
!	$.	!
–	ADJD	–
Wie	KOKOM	wie
die	ART	die
Kerls	NN	Kerl
mit	APPR	mit
vollen	ADJA	voll
Bäuchen	NN	Bauch
in	APPR	in
den	ART	die
Bettern	NN	Bettern
schnarchen	VVINF	schnarchen
,	$,	,
und	KON	und
lüstern	ADJD	lüstern
nach	APPR	nach
der	ART	die
Venus	NN	Venus
bleken	VVFIN	bleken
!	$.	!
daß	KOUS	dass
alle	PIS	alle
verdammt	VVPP	verdammen
wären	VAFIN	sein
,	$,	,
die	PRELS	die
satt	ADJD	satt
sind	VAFIN	sein
,	$,	,
und	KON	und
mich	PRF	ich
hungern	VVINF	hungern
lassen	VVINF	lassen
!	$.	!
Ich	PPER	ich
will	VMFIN	wollen
sie	PPER	sie
wenigstens	ADV	wenigstens
aufweken	VVFIN	aufweken
,	$,	,
und	KON	und
ihren	PPOSAT	ihr
Schlaf	NN	Schlaf
tourbiren	ADJD	tourbiren
.	$.	.
Er	PPER	er
spielt	VVFIN	spielen
und	KON	und
brüllt	VVFIN	brüllen
.	$.	.
Es	PPER	es
rührt	VVFIN	rühren
sich	PRF	sich
nichts	PIS	nichts
!	$.	!
–	NN	–
Wenn	KOUS	wenn
bey	NE	Bey
des	ART	die
neuen	ADJA	neu
Königs	NN	König
Krönung	NN	Krönung
kein	PIAT	keine
Fang	NN	Fang
zu	APPR	zu
thun	NE	thun
ist	VAFIN	sein
,	$,	,
so	ADV	so
will	VMFIN	wollen
ich	PPER	ich
mein	PPOSAT	mein
Blut	NN	Blut
aussaugen	VVINF	aussaugen
,	$,	,
und	KON	und
wie	KOUS	wie
der	ART	die
Bär	NN	Bär
in	APPR	in
meinem	PPOSAT	mein
eignen	ADJA	eigen
Schmalz	NN	Schmalz
wühlen	VVFIN	wühlen
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Hm	NE	hm
,	$,	,
der	ART	die
Kerl	NN	Kerl
fulminirt	ADJD	fulminirt
nicht	PTKNEG	nicht
übel	ADJD	übel
.	$.	.
Blikt	NN	Blikt
etwas	PIAT	etwas
Philosophie	NN	Philosophie
aus	APPR	aus
seinem	PPOSAT	sein
Discours	NN	Discours
.	$.	.
Er	PPER	er
flucht	VVFIN	fluchen
noch	ADV	noch
ziemlich	ADV	ziemlich
kräftig	ADJD	kräftig
.	$.	.
Ich	PPER	ich
glaub	VVIMP	glauben
,	$,	,
daß	KOUS	dass
er	PPER	er
zu	APPR	zu
meinem	PPOSAT	mein
Zwek	NN	Zwek
zu	PTKZU	zu
brauchen	VVINF	brauchen
war	VAFIN	sein
.	$.	.
GLEBA	NE	GLEBA
.	$.	.
Horch	NE	Horch
!	$.	!
ich	PPER	ich
glaub	VVIMP	glauben
,	$,	,
ich	PPER	ich
hör	VVIMP	hören
jemand	PIS	jemand
sprechen	VVINF	sprechen
.	$.	.
Einen	ART	eine
Bissen	NN	Biß
Brod	NE	Brod
dem	ART	die
Hungrigsten	NN	Hungrigsten
der	ART	die
Welt	NN	Welt
!	$.	!
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Freund	NE	Freund
!	$.	!
GLEBA	NE	GLEBA
.	$.	.
Daß	KOUS	dass
du	PPER	du
verdammt	VVPP	verdammen
,	$,	,
und	KON	und
überschüttet	VVFIN	überschütten
von	APPR	von
Pestbeulen	NN	Pestbeule
würdest	VAFIN	werden
!	$.	!
Der	PDS	die
muß	VMFIN	müssen
noch	ADV	noch
hungriger	ADJD	hungrig
seyn	ADJD	seyn
als	KOKOM	als
ich	PPER	ich
,	$,	,
weil	KOUS	weil
er	PPER	er
mich	PRF	ich
so	ADV	so
betittelt	VVPP	betittelt
.	$.	.
Wenn	KOUS	wenn
Ihr	PPER	sie
nichts	PIS	nichts
habt	VAFIN	haben
,	$,	,
so	ADV	so
kommt	VVFIN	kommen
und	KON	und
helft	VVFIN	helfen
mir	PPER	ich
den	ART	die
Olymp	NN	Olymp
verfluchen	VVINF	verfluchen
.	$.	.
Jupiters	NN	Jupiters
Anstalten	NN	Anstalt
sind	VAFIN	sein
schlecht	ADJD	schlecht
genug	ADV	genug
.	$.	.
Seitdem	KOUS	seitdem
er	PPER	er
seinen	PPOSAT	sein
Vater	NN	Vater
dethronisirte	VVFIN	dethronisirte
,	$,	,
ist	VAFIN	sein
er	PPER	er
besoffen	VVPP	besaufen
,	$,	,
und	KON	und
scheert	ADJD	scheert
sich	PRF	sich
nichts	PIS	nichts
um	APPR	um
uns	PPER	wir
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Der	ART	die
Kerl	NN	Kerl
ist	VAFIN	sein
von	APPR	von
der	ART	die
heutigen	ADJA	heutig
Secte	NN	Secte
.	$.	.
Ein	ART	eine
philosophischer	ADJA	philosophisch
Kammer-Jäger	NN	Kammer-Jäger
.	$.	.
Per	APPR	per
Jovem	ADJA	Jovem
!	$.	!
komm	VVIMP	kommen
ich	PPER	ich
will	VMFIN	wollen
dich	PPER	du
sättigen	VVINF	sättigen
!	$.	!
GLEBA	NE	GLEBA
.	$.	.
Schwör	VVIMP	schwören
nicht	PTKNEG	nicht
,	$,	,
ich	PPER	ich
glaubs	VVFIN	glaubs
sonst	ADV	sonst
nicht	PTKNEG	nicht
.	$.	.
Da	ADV	da
bin	VAFIN	sein
ich	PPER	ich
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
ein	ART	eine
Herr	NN	Herr
von	APPR	von
Hofe	NN	Hof
,	$,	,
von	APPR	von
Gewicht	NN	Gewicht
.	$.	.
Meine	PPOSAT	mein
Dame	NN	Dame
heißt	VVFIN	heißen
Colombine	NE	Colombine
.	$.	.
Ich	PPER	ich
kann	VMFIN	können
nun	ADV	nun
Euer	PPOSAT	euer
Glük	NN	Glük
machen	VVINF	machen
.	$.	.
GLEBA	NE	GLEBA
.	$.	.
Nur	ADV	nur
ein	ART	eine
Stük	NN	Stük
Brod	NE	Brod
!	$.	!
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
Euch	PPER	ihr
kleiden	VVINF	kleiden
.	$.	.
Müßt	VMFIN	müssen
aber	ADV	aber
morgen	ADV	morgen
eine	ART	eine
Rede	NN	Rede
halten	VVFIN	halten
an	APPR	an
allen	PIAT	alle
Eken	NN	Eken
von	APPR	von
Trilinik	NN	Trilinik
.	$.	.
GLEBA	NE	GLEBA
.	$.	.
Morden	NN	Mord|Morden
,	$,	,
wenns	ADJD	wenns
drauf	PAV	drauf
ankommt	VVFIN	ankommen
.	$.	.
Der	ART	die
Hunger	NN	Hunger
bellt	VVFIN	bellen
!	$.	!
bellt	VVFIN	bellen
!	$.	!
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Sollst	VMFIN	sollen
zu	PTKZU	zu
fressen	VVINF	fressen
haben	VAFIN	haben
ein	ART	eine
Schwein	NN	Schwein
,	$,	,
und	KON	und
ein	ART	eine
Faß	NN	Fass
Wein	NN	Wein
zu	PTKZU	zu
saufen	VVINF	saufen
.	$.	.
GLEBA	NE	GLEBA
.	$.	.
Bin	VAFIN	sein
dein	PPOSAT	dein
Hund	NN	Hund
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Lebe	VVFIN	leben
mein	PPOSAT	mein
politischer	ADJA	politisch
Kopf	NN	Kopf
!	$.	!
Ab	PTKVZ	ab
.	$.	.
Ende	NN	Ende
des	ART	die
zweiten	ADJA	zweit
Akts	NN	Akt
.	$.	.
DER	ART	die
GROSSE	ADJA	groß
KÖNIG	NN	König
.	$.	.
Wenns	ADJA	Wenns
Ding	NN	Ding
einmal	ADV	einmal
lustig	ADJD	lustig
wird	VAFIN	werden
,	$,	,
werd	VVFIN	werd
ich	PPER	ich
schon	ADV	schon
lachen	VVINF	lachen
.	$.	.
Indessen	ADV	indessen
ists	VVFIN	ists
ein	ART	eine
böses	ADJA	böse
Ding	NN	Ding
um	APPR	um
den	ART	die
Hunger	NN	Hunger
;	$.	;
ruft	VVFIN	rufen
meinen	PPOSAT	mein
Küchenmeister	NN	Küchenmeister
,	$,	,
er	PPER	er
soll	VMFIN	sollen
die	ART	die
Tafel	NN	Tafel
deken	VVFIN	deken
.	$.	.
Zum	APPRART	zu
Intermezzo	NN	Intermezzo
ward	VVFIN	werd
getafelt	VVPP	tafeln
.	$.	.
Dritter	ADJA	dritt
Akt	NN	Akt
.	$.	.
Morgen	ADV	morgen
,	$,	,
hübsch	ADJD	hübsch
Wetter	NN	Wetter
,	$,	,
und	KON	und
die	ART	die
Vögel	NN	Vogel
singen	VVINF	singen
.	$.	.
Der	ART	die
schwarze	ADJA	schwarz
Prinz	NN	Prinz
schläft	VVFIN	schlafen
.	$.	.
Erste	ADJA	erst
Scene	NN	Scene
.	$.	.
Harlequins	NE	Harlequins
Garten	NN	Garten
.	$.	.
PRINZ	NE	Prinz
ZED	NE	ZED
wandelt	VVFIN	wandeln
einher	PTKVZ	einher
.	$.	.
O	NN	O
du	PPER	du
göttliche	ADJA	göttlich
Phantasie	NN	Phantasie
!	$.	!
wie	KOUS	wie
schalkhaft	ADJD	schalkhaft
und	KON	und
lieblich	ADJD	lieblich
zauberst	VVFIN	zauberst
du	PPER	du
mir	PRF	ich
die	ART	die
Reize	NN	Reiz
der	ART	die
Schönen	NN	Schöne
meiner	PPOSAT	mein
Seele	NN	Seele
vor	PTKVZ	vor
!	$.	!
Amor	NN	Amor
kam	VVFIN	kommen
,	$,	,
und	KON	und
sieh	VVIMP	sehen
!	$.	!
von	APPR	von
dieser	PDAT	dies
Tulpe	NN	Tulpe
nahm	VVFIN	nehmen
er	PPER	er
die	ART	die
frische	ADJA	frisch
Röthe	NE	Röthe
ihrer	PPOSAT	ihr
Lippen	NN	Lippe
!	$.	!
Von	APPR	von
diesen	PDAT	dies
Rosen	NN	Rose
die	ART	die
liebliche	ADJA	lieblich
Röthe	NE	Röthe
ihrer	PPOSAT	ihr
Wangen	NN	Wange
!	$.	!
Von	APPR	von
diesen	PDAT	dies
Veilchen	NN	Veilchen
das	ART	die
schöne	ADJA	schön
Blaue	NN	Blaue
ihrer	PPOSAT	ihr
Augen	NN	Auge
!	$.	!
Von	APPR	von
der	ART	die
Milch	NN	Milch
der	ART	die
jungen	ADJA	jung
Kuh	NN	Kuh
die	ART	die
Weiße	NN	Weiße
ihres	PPOSAT	ihr
Busens	NN	Busen
!	$.	!
Von	APPR	von
der	ART	die
schlanken	ADJA	schlank
Taille	NN	Taille
,	$,	,
ihrem	PPOSAT	ihr
Wuchs	NN	Wuchs
bin	VAFIN	sein
ich	PPER	ich
ganz	ADV	ganz
bezaubert	VVPP	bezaubern
.	$.	.
Wenn	KOUS	wenn
ich	PPER	ich
diesem	PDAT	dies
Ideal	NN	Ideal
gefalle	VVFIN	gefallen
,	$,	,
das	PRELS	die
ich	PPER	ich
mir	PRF	ich
hier	ADV	hier
so	ADV	so
lebendig	ADJD	lebendig
träume	VVFIN	träumen
,	$,	,
so	ADV	so
bin	VAFIN	sein
ich	PPER	ich
so	ADV	so
seelig	ADJD	seelig
wie	KOKOM	wie
der	ART	die
Schmetterling	NN	Schmetterling
,	$,	,
der	PRELS	die
um	APPR	um
die	ART	die
duftende	ADJA	duftend
Blumen	NN	Blume
flattert	VVFIN	flattern
.	$.	.
Zweite	ADJA	zweit
Scene	NN	Scene
.	$.	.
Harlequin	ADJD	Harlequin
mit	APPR	mit
Pedrilla	NE	Pedrilla
hinter	APPR	hinter
einem	ART	eine
Zwergbaum	NN	Zwergbaum
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Stek	NE	Stek
die	ART	die
Violen	NN	Viole
an	APPR	an
Busen	NN	Busen
,	$,	,
und	KON	und
die	ART	die
Rose	NN	Rose
gieb	VVFIN	gieb
ihm	PPER	er
mit	APPR	mit
einer	ART	eine
Verbeugung	NN	Verbeugung
!	$.	!
Mach	VVIMP	machen
ihn	PPER	er
verliebt	VVFIN	verlieben
,	$,	,
du	PPER	du
sollst	VMFIN	sollen
Königin	NN	Königin
von	APPR	von
Trilinik	NN	Trilinik
werden	VAINF	werden
.	$.	.
PEDRILLA	NN	PEDRILLA
tritt	VVFIN	treten
sorgenlos	ADJD	sorgenlos
her	PTKVZ	her
und	KON	und
singt	VVFIN	singen
.	$.	.
HARLEQUIN	NE	HARLEQUIN
verstekt	VVFIN	verstekt
sich	PRF	sich
.	$.	.
PRINZ	NE	Prinz
ZED	NE	ZED
wird	VAFIN	werden
sie	PPER	sie
gewahr	ADJD	gewahr
.	$.	.
O	NN	O
ihr	PPOSAT	ihr
Götter	NN	Gott
!	$.	!
welche	PWAT	welche
Erscheinung	NN	Erscheinung
!	$.	!
Ganz	ADV	ganz
das	ART	die
Ideal	NN	Ideal
meiner	PPOSAT	mein
Seele	NN	Seele
,	$,	,
wie	KOUS	wie
aus	APPR	aus
der	ART	die
Kammer	NN	Kammer
meines	PPOSAT	mein
Herzens	NN	Herz
im	APPRART	in
entzükenden	ADJA	entzükenden
Traum	NN	Traum
gestohlen	VVPP	stehlen
!	$.	!
PEDRILLA	ADJA	PEDRILLA
thut	NN	thut
als	KOKOM	als
erschreke	NE	erschreke
sie	PPER	sie
,	$,	,
läßt	VVFIN	lassen
die	ART	die
Rose	NN	Rose
fallen	VVINF	fallen
,	$,	,
als	KOKOM	als
wenn	KOUS	wenn
sie	PPER	sie
entfliehen	VVINF	entfliehen
wollte	VMFIN	wollen
.	$.	.
Ach	ITJ	ach
!	$.	!
PRINZ	NE	Prinz
ZED	NE	ZED
hält	VVFIN	halten
sie	PPER	sie
fest	PTKVZ	fest
.	$.	.
Fliehe	VVFIN	fliehen
nicht	PTKNEG	nicht
Göttin	NN	Göttin
des	ART	die
Frühlings	NN	Frühling
,	$,	,
denn	KON	denn
dies	PDS	dies
scheinst	VVFIN	scheinen
du	PPER	du
zu	APPR	zu
seyn	NE	seyn
!	$.	!
Die	ART	die
Röthe	NE	Röthe
deiner	PPOSAT	dein
Wangen	NN	Wange
,	$,	,
die	ART	die
helle	ADJA	hell
Sternen	NN	Stern
deiner	PPOSAT	dein
Augen	NN	Auge
haben	VAFIN	haben
mich	PRF	ich
bestrikt	ADJD	bestrikt
!	$.	!
Wer	PWS	wer
bist	VAFIN	sein
du	PPER	du
?	$.	?
PEDRILLA	NN	PEDRILLA
.	$.	.
Ich	PPER	ich
komme	VVFIN	kommen
erst	ADV	erst
vom	APPRART	von
Land	NN	Land
;	$.	;
heiße	ADJA	heiß
Pedrilla	NN	Pedrilla
,	$,	,
Harlequins	NN	Harlequins
des	ART	die
Kammerheizers	NN	Kammerheizers
Tochter	NN	Tochter
.	$.	.
Madame	NN	Madame
Colombine	NE	Colombine
meine	PPOSAT	mein
Mutter	NN	Mutter
aber	KON	aber
spricht	VVFIN	sprechen
anders	ADV	anders
,	$,	,
und	KON	und
sagt	VVFIN	sagen
,	$,	,
ich	PPER	ich
sey	VVFIN	sey
zu	APPR	zu
großen	ADJA	groß
Dingen	NN	Ding
geboren	VVPP	gebären
.	$.	.
PRINZ	NE	Prinz
ZED	NE	ZED
.	$.	.
Allerdings	ADV	allerdings
,	$,	,
denn	KON	denn
du	PPER	du
hast	VAFIN	haben
das	ART	die
Herz	NN	Herz
eines	ART	eine
Prinzen	NN	Prinz
gefangen	PTKVZ	gefangen
.	$.	.
PEDRILLA	NN	PEDRILLA
.	$.	.
Ey	NE	Ey
ein	ART	eine
Prinz	NN	Prinz
!	$.	!
So	ADV	so
sind	VAFIN	sein
Sie	PPER	Sie
gar	ADV	gar
Prinz	NE	Prinz
Seiden-Wurm	NN	Seiden-Wurm
?	$.	?
PRINZ	NE	Prinz
ZED	NE	ZED
.	$.	.
Nein	PTKANT	nein
,	$,	,
mein	PPOSAT	mein
Engel	NN	Engel
,	$,	,
etwas	ADV	etwas
besser	ADJD	gut
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
Prinz	NE	Prinz
Zed	NE	Zed
,	$,	,
und	KON	und
hätt	VVFIN	hätt
ich	PPER	ich
eine	ART	eine
Krone	NN	Krone
,	$,	,
ich	PPER	ich
krönte	VVFIN	krönen
dein	PPOSAT	dein
schönes	ADJA	schön
Haupt	NN	Haupt
damit	PAV	damit
.	$.	.
PEDRILLA	NN	PEDRILLA
.	$.	.
Er	PPER	er
,	$,	,
das	PDS	die
würde	VAFIN	werden
mir	PPER	ich
recht	ADJD	recht
wohl	ADV	wohl
gefallen	VVPP	fallen|gefallen
.	$.	.
Also	ADV	also
sind	VAFIN	sein
Sie	PPER	Sie
Prinz	NE	Prinz
Zed	NE	Zed
,	$,	,
von	APPR	von
dem	PRELS	die
mir	PPER	ich
mein	PPOSAT	mein
Vater	NN	Vater
erzehlte	VVFIN	erzehlte
,	$,	,
daß	KOUS	dass
er	PPER	er
so	ADV	so
wunderschön	ADJD	wunderschön
sey	NE	sey
?	$.	?
PRINZ	NE	Prinz
ZED	NE	ZED
.	$.	.
Und	KON	und
du	PPER	du
findst	VVFIN	findst
es	PPER	es
–	ADJA	–
PEDRILLA	NN	PEDRILLA
.	$.	.
Allerdings	ADV	allerdings
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
gar	ADV	gar
zu	PTKA	zu
schön	ADJD	schön
.	$.	.
PRINZ	NE	Prinz
ZED	NE	ZED
.	$.	.
O	NN	O
du	PPER	du
Engel	NE	Engel
!	$.	!
du	PPER	du
tauchst	VVFIN	tauchen
mich	PRF	ich
ins	APPRART	in
Meer	NN	Meer
der	ART	die
Liebe	NN	Liebe
,	$,	,
ich	PPER	ich
fürchte	VVFIN	fürchten
zu	PTKZU	zu
ersaufen	VVINF	ersaufen
.	$.	.
Er	PPER	er
küßt	VVFIN	küssen
sie	PPER	sie
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Nun	ADV	nun
ists	ADJA	ists
Zeit	NN	Zeit
!	$.	!
–	NN	–
Er	PPER	er
kommt	VVFIN	kommen
hervor	PTKVZ	hervor
.	$.	.
Pedrilla	NE	Pedrilla
lauft	VVFIN	laufen
fort	PTKVZ	fort
.	$.	.
Prinz	NE	Prinz
Zed	NE	Zed
fürchtet	VVFIN	fürchten
sich	PRF	sich
,	$,	,
thut	NN	thut
als	KOKOM	als
sähe	VVFIN	sehen
er	PPER	er
nichts	PIS	nichts
.	$.	.
Spielen	VVFIN	spielen
wir	PPER	wir
unser	PPOSAT	unser
Schach	NN	Schach
aus	APPR	aus
Herr	NN	Herr
Prinz	NE	Prinz
!	$.	!
–	NN	–
Sie	PPER	Sie
sezen	VVFIN	sezen
sich	PRF	sich
in	APPR	in
eine	ART	eine
Laube	NN	Laube
und	KON	und
spielen	VVFIN	spielen
.	$.	.
Ueber	NN	Ueber
eine	ART	eine
Weile	NN	Weile
.	$.	.
HARLEQUIN	NE	HARLEQUIN
.	$.	.
Dummer	ADJA	dumm
Streich	NN	Streich
von	APPR	von
mir	PPER	ich
!	$.	!
Ha	ITJ	ha
,	$,	,
wie	KOUS	wie
er	PPER	er
da	ADV	da
steht	VVFIN	stehen
,	$,	,
der	ART	die
unvermögende	ADJA	unvermögende
,	$,	,
nichts	PIAT	nichts
thuende	NN	thuende
,	$,	,
grillenhafte	VVFIN	grillenhafte
König	NE	König
!	$.	!
Kann	VMFIN	können
bey	NE	Bey
meinem	PPOSAT	mein
Verstand	NN	Verstand
!	$.	!
nicht	PTKNEG	nicht
einen	ART	eine
Schritt	NN	Schritt
vorwärts	PTKVZ	vorwärts
,	$,	,
noch	ADV	noch
rükwärts	ADV	rükwärts
,	$,	,
so	ADV	so
haben	VAFIN	haben
Sie	PPER	Sie
ihn	PPER	er
in	APPR	in
der	ART	die
Beize	NN	Beize
.	$.	.
Borg	NN	Borg
ich	PPER	ich
ihm	PPER	er
nun	ADV	nun
meine	PPOSAT	mein
Weisheit	NN	Weisheit
,	$,	,
und	KON	und
er	PPER	er
ist	VAFIN	sein
aus	APPR	aus
der	ART	die
Patsche	NN	Patsche
heraus	PTKVZ	heraus
,	$,	,
so	ADV	so
wird	VAFIN	werden
er	PPER	er
lächlen	ADJD	lächlen
,	$,	,
und	KON	und
Wunderdinge	NN	Wunderding
von	APPR	von
sich	PRF	sich
glauben	VVINF	glauben
.	$.	.
Das	PDS	die
kommt	VVFIN	kommen
vom	APPRART	von
dummen	ADJA	dumm
Gebrauch	NN	Gebrauch
her	PTKVZ	her
.	$.	.
Wie	KOUS	wie
mancher	PIAT	manche
braver	ADJA	brav
Kerl	NN	Kerl
,	$,	,
Prinz	NE	Prinz
Zed	NE	Zed
,	$,	,
steht	VVFIN	stehen
hier	ADV	hier
im	APPRART	in
Bret	NN	Bret
,	$,	,
der	PRELS	die
sein	PPOSAT	sein
Feld	NN	Feld
besser	ADJD	gut
zu	PTKZU	zu
vertheidigen	VVINF	vertheidigen
wüßte	VVFIN	wissen
,	$,	,
und	KON	und
ist	VAFIN	sein
in	APPR	in
einen	ART	eine
armseligen	ADJA	armselig
Winkel	NN	Winkel
placirt	NN	placirt
.	$.	.
Kommt	VVFIN	kommen
alles	PIS	alle
von	APPR	von
der	ART	die
Einfalt	NN	Einfalt
der	ART	die
Menschen	NN	Mensch
her	PTKVZ	her
,	$,	,
und	KON	und
dem	ART	die
Mißbrauch	NN	Missbrauch
,	$,	,
der	PRELS	die
die	ART	die
Erstgeburt	NN	Erstgeburt
schuf	VVFIN	schaffen
.	$.	.
Für	APPR	für
sich	PRF	sich
.	$.	.
Beiß	VVIMP	beißen
an	ADV	an
,	$,	,
die	ART	die
Angel	NN	Angel
liegt	VVFIN	liegen
.	$.	.
–	ADJA	–
Aber	KON	aber
Sie	PPER	Sie
spielen	VVFIN	spielen
ja	ADV	ja
